row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
18ecc423af71988,cat_3,,-1.3023777559596035,,12.651154531559127,ord_0,,,0,-1.4483094394129346,23,,7,0,,cat_1,,1
18ed216c775ca99,cat_3,3,-2.1881985590737827,ord_1,,,,,,0.9231248129509053,44,-1.2924604787307776,,,2,cat_1,,0
18f28a85220108d,cat_3,6,-3.807452715284956,ord_1,,,ord_6,ord_5,,-7.039263619061786,55,1.4670572918858897,4,3,,cat_1,,0
18f793c51c81645,cat_4,4,,ord_4,,ord_0,,ord_2,91,2.3982834160991358,3,0.017753594433700726,0,4,,cat_1,,1
18f865c7e7e1ff1,cat_4,,-0.6766078357800802,ord_2,14.212470861622755,ord_0,,,17,0.04214698028864522,15,-0.057066301706758304,1,4,,cat_1,,0
18fcfbd52e01a49,cat_0,6,-0.9315800693928625,ord_4,,ord_0,ord_6,ord_5,4,,2,-0.15162445142023784,0,4,0,cat_1,,1
1901a21c1c2aa0d,cat_3,0,-3.5161551679230434,ord_0,,ord_0,ord_6,ord_6,,,14,-1.25337423597498,0,3,,cat_1,,1
1907d14c559c521,cat_3,11,-3.5186655352468335,ord_2,-3.40432377008431,,,ord_6,5,2.5959514850464087,21,2.89882472932187,,4,0,cat_1,,0
1912985d843df24,cat_0,,0.5407687064516598,ord_5,1.8639691531092768,ord_0,ord_6,,10,-6.799660753207861,0,1.7783082639448071,27,3,0,cat_0,,1
191367eaedac196,cat_4,,-1.0969526991685554,ord_3,,,ord_6,,21,2.6038954226935025,23,1.5084282599474739,,5,2,cat_1,,1
1919f4b4cba074f,cat_3,,-4.627281973662421,ord_1,10.22517414919374,,ord_6,ord_4,0,-4.444159366675863,14,-1.205414933469158,2,,12,cat_4,,0
19220ca2b449d3f,cat_3,5,-3.3193936235265933,ord_0,-9.3811135730922,ord_0,ord_6,,,5.049983076566139,6,-4.070928607286582,0,2,0,cat_5,,1
1922f60d9645955,cat_0,16,-2.8627071468169056,ord_5,15.121436260261397,ord_0,ord_6,,96,0.9216744150270513,,0.9879824718371301,,3,,cat_4,,0
194d8f44bd95451,cat_3,6,-0.9134087805127906,ord_1,,,ord_6,,79,-0.7714611849194282,0,-1.9401370710853905,0,6,,cat_1,-0.4962705124564035,1
19516c0bdbee10a,cat_4,,-0.7072735888084276,ord_2,-8.78230320159393,ord_0,ord_6,ord_6,,-0.3115963624805127,19,0.966818000189928,0,1,,cat_1,,1
1957a00232f5d82,cat_1,,-2.685871131469053,ord_2,-12.356257125636603,ord_0,ord_6,ord_2,5,4.5196214822450385,,-3.106085254982231,2,2,0,cat_4,,0
1958b854faa8ddc,cat_0,0,-1.2745222195425008,ord_4,,ord_0,ord_6,ord_1,,2.681241574894134,,-2.2372895219468556,0,,0,cat_1,0.16782984335014925,0
19623d17039f07d,cat_3,4,-1.3861910116221612,ord_0,-10.877523779462868,ord_0,ord_5,ord_1,,-0.8831141057403724,30,-1.453305956784812,,6,,cat_3,,1
196858caff865ad,cat_0,17,-1.4409591187173538,,-7.272857942505212,,,ord_0,0,-6.145170357661824,0,2.3502567229011353,0,8,2,cat_1,,0
196c38e673b0c1e,cat_3,,-4.0140759816271805,,20.664549318235245,ord_0,ord_6,ord_1,16,-8.816677748718671,19,-0.14679228325750782,3,0,,cat_4,,0
196e1b5ddda5a9b,cat_0,9,-0.6306656457905504,ord_4,2.598087560477917,,ord_6,ord_2,21,-0.06430980417629573,1,3.1141422912537315,,3,,cat_1,-0.6035296269801919,0
197005ee0f7a5b6,cat_3,4,-3.380537621818029,,-2.6193647025704276,ord_0,ord_6,,0,0.679314245208354,35,1.6753285746900732,0,4,0,cat_0,,0
1971844b689654e,cat_3,19,-0.36227319295540916,ord_2,17.89780990955918,ord_0,,ord_2,0,,0,0.6511268431699386,0,7,1,cat_1,,1
197ba4acd2424c0,cat_0,,,ord_3,-9.217767120475939,ord_0,,,0,1.0090171998085904,0,-0.3118057463902154,3,,,cat_1,,1
19832412da05a35,cat_4,21,0.16312004901740262,ord_3,-7.407518949847288,ord_0,,,10,-2.886026759859136,27,4.685944732410396,0,1,,cat_1,,1
1987c9fea8a9af9,cat_0,,-1.7229223240307991,ord_4,-3.8794545959264477,ord_0,ord_6,ord_3,0,-2.5437839696820914,,1.4542878632046503,0,,1,cat_1,,1
19945e31b45eb9e,cat_0,6,-1.8721374099744321,,,ord_0,,,33,1.751909905451581,3,1.9583013377986056,6,1,3,cat_5,,1
199d564c0217a4e,cat_3,24,-2.7675865512609548,ord_0,1.8805563074259934,ord_0,ord_6,,26,0.6201893713199802,23,2.0881452452369564,0,2,,cat_1,,1
19a1bed6b29cc77,cat_0,22,-2.6108861786610613,,14.836251193329353,ord_0,ord_3,,0,4.924700098168447,3,0.19161555555627197,0,,,cat_0,,1
19a9f81800da7d4,cat_1,3,-1.2229429946106332,,,,ord_6,ord_1,13,8.976792183182338,15,2.233351853632423,6,,3,cat_4,,0
19b08eb5f2c596d,cat_0,,0.5035914963989323,ord_4,-0.6634727719519427,ord_0,,,0,4.4413783866465035,0,3.3493535247362436,27,28,,cat_1,,0
19b5b20c0d08b86,cat_3,6,-2.1132232625174954,ord_2,9.461879744364877,ord_0,ord_6,,,4.5698145638345515,20,-0.44700191327539174,0,3,2,cat_1,,1
19b9c740966cc7b,cat_1,29,-2.8462999059034884,ord_2,-1.518219355808898,ord_0,,,57,-2.968087058542324,,1.9133369890306196,0,3,,cat_1,,0
19bd0d4e3d736c7,cat_0,4,-3.1284732907128743,,2.8716506667897326,ord_0,ord_6,,8,1.8783240755930282,,0.40039409659968883,0,2,,cat_1,,0
19bf3ae2f1de1c5,cat_3,,-3.104553635110072,,10.198398828992435,ord_0,ord_6,,,-0.9986699581477483,28,0.0024556626343445534,7,,10,cat_4,,0
19c2259dbf9f939,cat_3,,-3.4855815292537846,ord_1,30.419909582620328,,ord_6,,0,0.30605980189266035,,1.8125437663631199,0,,27,cat_1,,1
19c78031aeb9d5e,cat_0,3,-0.7587975492833452,ord_4,3.8494541512149025,ord_0,,,4,,2,-1.102198979149743,0,3,,cat_1,,1
19ce9bc3509350c,cat_4,,-0.48900446878641973,ord_2,,ord_0,,ord_1,0,-4.454157891490238,3,3.29764286110427,0,6,,cat_1,-0.22282550686293923,1
19cea8544c7b1a2,cat_1,3,-0.457715705161007,ord_3,-2.8134845235022805,ord_0,,ord_6,80,1.2232376200652704,9,,0,0,1,cat_4,-0.1180723821487168,1
19d724e118aa48d,cat_1,7,,ord_3,3.420744875498334,ord_0,ord_5,,4,-1.514167550523644,9,3.0315515238108874,0,29,2,cat_4,,1
19ec2c7af25c0a4,cat_4,,-2.052478210816577,ord_3,13.908318415974229,ord_0,,,11,0.045913495226890866,11,2.158769131109853,,0,,cat_1,-0.4805416029170692,1
19edce7bef5474d,cat_0,3,0.5685419191534878,ord_4,0.27352273398149457,,ord_6,ord_0,,3.0247244099095667,0,3.2793949643297573,0,,0,cat_1,,1
19f33658bba43c5,cat_0,,,ord_5,,ord_0,ord_6,,0,-2.8433004101667514,,-1.3823290227506184,0,,0,cat_1,,0
19f44dc307fca79,cat_3,15,-2.6820619065780984,ord_3,4.093331486885006,ord_0,,,,-0.07965657230518142,13,3.2107473167514646,,0,,cat_0,,1
19f7159267ea365,cat_1,,-0.012845585933132453,ord_4,4.315712120341319,ord_0,,,0,0.8723159874904625,12,0.5816865078519542,,7,,cat_4,,0
1a095ea2e617f95,cat_3,6,-5.248440340130713,ord_1,7.463487940030361,ord_0,ord_6,ord_6,12,-6.096177336273325,18,1.9387594751391053,0,0,2,cat_1,,0
1a20d9b0dab4ba5,cat_0,2,-0.9931048061033476,,,ord_0,ord_5,ord_6,0,5.499660983454969,0,1.1501369345524608,2,,0,cat_1,,0
1a27199fa79da4c,cat_0,,-0.07949699110407565,ord_5,-4.304773449737249,ord_0,ord_5,,0,3.986597459897623,1,1.7010998275495273,,37,0,cat_1,0.3022981376626861,0
1a3443e491fccd8,cat_3,,-2.555931159897428,,-1.3935582499036938,,ord_6,ord_6,0,3.1367976861434284,39,2.4468137248282433,0,,0,cat_1,,0
1a34784cd644eeb,cat_1,,-2.3757349508891865,ord_1,,,ord_6,ord_3,25,-3.4632162259114487,3,,0,6,0,cat_4,,1
1a4cd2b10a56e0f,cat_0,3,-1.1403174448410112,ord_4,,ord_0,,,,4.990576698692306,1,-1.5268263730311151,,16,,cat_1,0.6639874077183525,0
1a55b7b2807a310,cat_3,,-4.282915343732817,,17.515965746144154,ord_0,,ord_6,,2.5153822297265664,11,-0.05359792802529162,1,,5,cat_1,,1
1a56addd74d490e,cat_0,,,ord_4,-3.2179670900056547,,,ord_1,2,-4.313435156678492,0,-0.33391765218285485,0,,0,cat_4,0.30111700573483013,1
1a5f575132cec50,cat_4,,-0.7897029047207584,ord_1,-17.898549362443788,ord_0,,ord_0,0,,0,-0.21542868770779344,,5,0,cat_4,-0.3637770264461437,0
1a6beee77d1960c,cat_4,18,-0.5295911724238301,ord_1,-4.806605874204841,,ord_6,ord_5,29,-0.5824352693426748,28,-0.1970436970578684,0,4,,cat_1,,1
1a6f4fab2248da2,cat_0,8,-0.8633538319987211,ord_5,-9.707211147968877,ord_0,,ord_4,,2.1675730054769415,4,-2.7938613364599822,0,5,0,cat_1,-0.2483484381681471,1
1a74a70a40fb298,cat_3,34,-4.197548290890832,,3.5513861791793726,,,ord_4,0,2.588602050393496,22,0.11290110228058192,0,5,,cat_1,,1
1a8198f491c12a0,cat_3,17,-2.2964399828089768,,26.759054914740197,ord_0,,,22,0.6504462159519937,0,-0.980613969324358,0,9,7,cat_4,,0
1a8761587d68323,cat_4,,,ord_3,,,ord_6,,4,-6.42581812257653,15,-1.7163343496404677,31,3,0,cat_1,0.2993452422031441,1
1a8c813fa6b78be,cat_0,1,1.4610203360881213,,-8.568300944495364,,,ord_5,0,-6.779692982499325,1,0.9657554260780532,0,19,0,cat_1,,1
1a9177453a1567d,cat_3,,,ord_1,-1.8301669192135228,ord_0,ord_6,ord_5,,1.4264356249303867,,,0,2,0,cat_4,,1
1a9ce04c964c190,cat_3,,-3.2048757972228814,ord_2,,ord_0,,ord_6,26,-0.9370181436474136,20,1.680868961750062,,4,1,cat_4,0.06143172596236808,0
1aa013c5f30ec93,cat_3,3,-1.2574632724253771,ord_3,-18.776895057370822,ord_0,ord_6,ord_0,,0.8729339838389182,,0.6451844662358077,,0,,cat_4,,0
1aa43f7d4f4f7da,cat_4,,-1.9675566082290283,ord_3,-1.0717058259362826,ord_0,ord_6,ord_1,,-0.5957283356794103,,-0.23067398258479677,0,8,0,cat_1,,0
1aa483e57abf4c6,cat_3,7,-1.0303844440831984,ord_2,-1.8955501016057807,ord_0,ord_6,ord_1,0,2.621931789381495,36,0.8982645888437825,0,0,0,cat_1,,0
1aa8876d8c4d747,cat_3,13,-1.7392518810558415,,-16.400697815564566,,ord_6,,,-2.4681471703424487,10,2.0654944305180702,,0,,cat_1,,1
1abc68dc639d015,cat_0,,0.8652150146683137,ord_4,23.219933964755242,ord_0,,ord_0,,-6.916745138527969,0,1.4707370498091163,2,4,4,cat_4,,1
1abcd032513fc98,cat_3,,-1.9027264815755442,ord_2,-4.659600827395078,ord_0,,,0,-1.4109492796455805,25,0.38376009258136423,3,1,1,cat_4,,0
1ac0e3a1f562a49,cat_3,26,-1.3862425478927167,,16.583789281950345,ord_0,ord_6,,0,1.1074175965554067,5,-0.8896111336517556,,,,cat_0,,1
1ac40cc14f7109f,cat_3,15,-1.2389101495023227,,0.29791461181412204,ord_0,ord_6,ord_1,,-2.5468097449273985,0,1.3334607588238843,,,3,cat_1,0.007782145763726933,1
1ae2fd8e90e5c90,cat_0,,1.6033187955303123,ord_4,5.131850454410123,ord_0,ord_5,ord_0,19,,0,0.4217322767776457,,,0,cat_1,,1
1ae395e0fd371e9,cat_3,12,-0.7695427085824798,,-1.1762582330229707,,,,46,-4.365493017823249,12,,1,26,,cat_5,,1
1aeb7c1dd1a7e59,cat_3,,-3.8416546994005594,,,ord_0,,ord_3,38,3.0321271151909057,40,-1.6914802701987708,6,2,3,cat_1,,1
1af2c6d79e2819c,cat_1,2,-0.17607440534401764,,2.7281192436725723,ord_0,ord_5,,,0.7118283389066382,3,0.8020997235412465,0,,1,cat_5,,1
1af8a8b3926f4df,cat_3,2,-2.4371166064944343,ord_3,-11.494830765069352,,ord_5,ord_5,,,19,-2.939941913165223,,37,,cat_1,0.19728048221660527,1
1af9a88dc11bdf3,cat_3,,-2.7188714161964653,ord_1,,,,,0,6.3024168982338375,36,1.751282606932313,0,,3,cat_1,,1
1afb479762073f0,cat_1,0,-0.8865289254831888,,2.8364265430850706,ord_0,ord_6,,,5.819296162694126,9,1.9622203648131646,0,3,,cat_1,0.4967320299270944,0
1affbd4c89e532f,cat_4,,1.4063791077278456,,,,ord_5,,,-5.606888497369673,19,-1.442010326777595,,,0,cat_4,,1
1b0e0e332ca59b4,cat_3,,-3.600512082798199,,-14.408716039477207,,ord_6,ord_6,0,2.326807143768969,23,0.972627637667113,0,1,0,cat_1,,0
1b14e8ac9b0b0e7,cat_4,73,,ord_3,18.141450991910222,ord_0,,ord_4,0,-3.5870449041748977,,0.22862618660422118,0,1,,cat_4,,0
1b23312aefc2336,cat_0,,,,,ord_0,ord_6,,0,4.639414950048593,,0.5992259063149981,0,4,,cat_5,,1
1b238f25f572d28,cat_3,18,-1.9994810386519877,,,ord_0,ord_5,ord_1,5,-0.47499678164990855,27,-0.5528980859768688,0,,,cat_1,,1
1b23f139bc8cc64,cat_4,2,-1.790678486292009,,-5.943909855813763,ord_0,ord_6,ord_5,34,0.8329198128423875,,-1.2584491162394311,1,5,0,cat_4,0.1507157642357945,1
1b3abaa41bc7565,cat_0,,-1.9368401635780896,ord_4,13.345836467673395,ord_0,,,0,2.033363636912071,0,3.414416106152758,5,3,3,cat_1,,0
1b4a2982110beca,cat_3,2,-3.314820046913654,ord_0,-4.631044614562425,ord_0,,,1,4.464330867871904,23,0.10809637766928115,0,3,0,cat_1,,1
1b560d51c3a2b4f,cat_4,3,,ord_3,-2.8257681758627955,ord_1,,ord_5,,,21,1.929158101066184,,1,0,cat_4,,1
1b5bc60b52d4144,cat_3,2,0.3625323736012457,ord_2,4.134429684581417,ord_0,ord_4,ord_0,,2.624358811872059,0,2.1972885028457636,0,32,0,cat_0,,0
1b5e0caa73c0217,cat_0,8,-1.4332879874651265,ord_4,,ord_0,,ord_2,,2.0814720161937275,0,-2.5046021945020507,2,2,,cat_1,,1
1b62207b03e2edf,cat_4,,-0.5786368577583672,,,ord_0,,ord_5,1,1.945466358757944,47,0.10211548980768062,,,2,cat_1,,1
1b6d801b38de770,cat_4,23,-3.2717381297418955,ord_3,-4.395995765773108,ord_0,ord_6,ord_6,0,3.7942848110355065,46,,0,8,,cat_1,,0
1b729a3212d46fe,cat_1,0,-1.916498312428876,ord_2,-10.789934984620132,ord_1,ord_6,ord_1,2,5.175076594617723,0,-2.4589654985180456,0,,0,cat_3,0.3369302937954345,0
1b747442c83bf1c,cat_0,,0.427201325413073,ord_5,-11.101654939890143,ord_0,ord_5,ord_3,0,,0,,0,25,0,cat_4,,0
1b7924877c58b80,cat_3,2,,ord_1,-15.133657494146778,,ord_6,ord_0,22,2.6602892027902962,40,-4.019756162056127,0,2,0,cat_4,0.718542860778275,1
1b88ddec2f587f7,cat_4,,0.38281578065675126,ord_2,19.334133242160085,ord_0,,,31,0.42189515336541583,1,1.9590195721395436,6,,5,cat_1,,0
1b8d125604ab14a,cat_3,13,-3.7925489658940608,ord_1,9.09459476252498,ord_0,,ord_1,0,-0.5506722894270439,17,-2.9401862267155323,0,,5,cat_1,,0
1b8f799a60d81bb,cat_3,56,-2.2368408811445204,ord_1,18.862738748921785,,ord_6,ord_4,,,38,4.270827461525457,,5,,cat_4,,1
1b90930aa8c649a,cat_4,6,,ord_2,1.0543158176336849,ord_0,,ord_1,,,0,0.5793741959987486,0,,0,cat_4,,0
1b919f3198d42df,cat_1,0,-0.9774939337179118,,-6.541603772534764,ord_0,ord_6,,18,,4,0.6830947774384285,,0,0,cat_1,,0
1b96f46394d941c,cat_1,0,-0.9886204728465818,ord_4,-2.705837931066769,ord_0,ord_6,,0,5.582009917268078,9,-2.7897362507342707,,1,0,cat_1,,0
1bab82bc1201cb0,cat_4,,0.37226930306420136,ord_2,-9.38742119523239,,,ord_4,,-0.863092712544269,41,1.0876907994745952,22,,,cat_1,0.2517548163556912,1
1bb6d5b982ff9ad,cat_4,21,-0.5632165305831958,ord_3,-9.767094404337152,ord_0,ord_6,,0,-2.0788540240226223,27,0.6788659504078671,0,12,,cat_1,,0
1bbb0aaaa56713a,cat_4,6,-0.7537122810311567,,-8.37282962061998,ord_0,,ord_6,0,2.908049369206317,12,-3.828152274531774,0,69,0,cat_0,,0
1bbccf65d162412,cat_4,10,0.6511262699948008,,,ord_0,ord_5,,,7.064211000625052,25,0.8768836339709492,0,49,,cat_1,,0
1bc5bb700a7d84c,cat_0,,0.1466416912157148,ord_4,-13.598182969578554,ord_0,ord_6,,,4.5128337639507965,,-0.3916711530988024,,2,,cat_1,,1
1bc89d3c18efdbd,cat_0,,0.20480300292815856,ord_5,-9.752860303805235,ord_0,ord_3,,,-2.5739061849000535,,-1.9751451245501892,42,14,,cat_1,,1
1bcfe8501f49d67,cat_0,,-0.5548391369152996,,-0.17551719396887988,ord_0,,,15,,,3.0322915557067893,7,,,cat_1,,1
1bd2634732d88bd,cat_3,18,-4.732078952364343,,-1.5834301729838887,,ord_6,ord_5,,0.7829940810938485,,-1.1715101105475205,1,2,,cat_1,,1
1bd313792957535,cat_0,3,-1.6995891031590924,ord_5,-4.348910498874494,,ord_5,ord_6,,2.3330318449484455,1,-2.030359841040891,0,16,0,cat_0,,0
1be1d80836382af,cat_3,30,-3.9885065692609336,ord_2,-13.490621122461782,ord_0,ord_6,ord_1,0,-9.326173212568875,1,-1.453140867544974,,,0,cat_1,,0
1be34401206085b,cat_0,4,-2.7033279255809446,ord_5,10.480035008585673,ord_0,,,0,,5,0.5179112774676322,4,19,3,cat_0,,0
1be93995b769783,cat_2,4,-0.559945770846243,ord_4,8.04422275954621,ord_0,ord_6,,,-2.6549600199666283,,1.7105680853301937,0,3,,cat_4,,0
1beb3f5ccab8697,cat_0,0,-2.074475511064076,,-5.430342758522715,ord_0,ord_6,ord_3,11,-5.793646032260887,6,1.5016740156461783,0,5,0,cat_4,0.1382488973822888,0
1bf4b5d8ac777a9,cat_0,15,-1.3037631626990902,ord_5,-23.212723537235494,,ord_6,ord_1,0,1.8356792797486108,2,1.872478752636947,0,6,,cat_1,,0
1bf8cee89eb7c76,cat_3,3,-4.165319629394591,ord_1,-1.674218193286404,ord_0,,,,2.560125239544087,7,-0.16171410971518263,0,2,0,cat_1,0.3072708528140625,1
1bfbc13c10f9af2,cat_3,2,-4.769421639430055,ord_1,,ord_0,ord_6,ord_6,0,,,-1.19912694396244,0,7,2,cat_4,,0
1c0329d30382fd6,cat_4,6,-1.5629809791590974,ord_3,-8.336753216699599,ord_0,,ord_4,0,3.742375432300869,21,-0.9875067576075229,0,3,,cat_1,,0
1c16de764f694ab,cat_3,,-3.0038400494323376,,,ord_0,,ord_3,47,0.4741617874184254,,0.9610165594817509,0,3,,cat_0,,1
1c1719b002e1ca2,cat_3,5,-2.1273883166534713,,12.31267460309343,,,ord_3,8,-6.410282663474516,20,-0.1046572645558741,0,1,8,cat_4,,1
1c1c2634ef7c38a,cat_3,25,-4.217394179538905,ord_1,-1.1229408983099343,ord_0,ord_6,ord_0,,-14.431940864244787,3,-0.1045778576765517,0,0,,cat_1,,0
1c1f47e7080b284,cat_4,,0.10153924178236212,ord_3,29.14662097603819,,,,,0.7367617615076045,,0.07792892506192639,7,1,,cat_4,,0
1c238a23fb1d679,cat_0,6,,ord_4,-0.3972540760868828,ord_0,ord_6,ord_6,0,,1,1.0448991580220122,1,11,,cat_4,,0
1c2a95ba2edb1fe,cat_4,9,0.6678785612425229,ord_3,,ord_0,ord_6,ord_2,11,-3.4639073870721866,5,1.3176260124626706,0,3,0,cat_1,-0.11703519738407066,1
1c2c3f7074c6f10,cat_3,,-4.023065509676766,,6.830903382792153,ord_0,ord_6,ord_6,23,-6.531764801569659,26,0.5829962455758093,2,,4,cat_1,,0
1c44a21305c26e2,cat_4,36,-1.1510000938235063,ord_3,6.585062225572717,,,ord_6,0,1.1538123461115402,10,0.5781026987489226,2,3,4,cat_1,-0.10382209408965204,1
1c456c02e973979,cat_0,,-1.8329081730228425,,-6.644089783342304,ord_0,ord_4,ord_4,,6.714720788526913,,0.6919480017924508,0,,0,cat_4,-0.395057492276342,1
1c48141189057c2,cat_0,16,-3.2088766495841385,,9.925443291168007,,,,,-0.27714402667144367,1,3.50727361408807,0,4,,cat_4,-0.12241953351461993,1
1c4ae355f598128,cat_3,,-3.00554619777154,ord_1,-1.3639122917293673,,,ord_6,15,3.2113145167355253,15,2.0845847818644816,,4,0,cat_1,,1
1c4baf3783d0b0a,cat_3,2,-4.617306264755713,ord_0,,,,ord_6,12,1.9636844414058015,33,,0,,0,cat_1,,1
1c518b90d4be5ff,cat_3,,-3.262361560748525,ord_2,,ord_0,ord_6,,,-3.5459880898071323,3,1.7255313608563052,1,,0,cat_1,,0
1c554518df0d6f5,cat_3,3,-3.367757948695565,ord_2,-1.812411327441077,ord_0,,ord_6,,3.6158998869805155,8,3.171519476371957,0,7,2,cat_4,,0
1c5f8dc67aecdda,cat_3,7,-2.2363225449459505,,17.276973025228145,ord_0,,ord_1,120,2.9673104452412984,24,3.1435138196814476,0,,2,cat_5,,1
1c6a47724a2bfe9,cat_0,2,,ord_5,1.3468731016255757,ord_0,ord_5,ord_0,,-3.0114594314762737,,-0.22315640241260137,0,39,0,cat_0,-0.29211194046465494,1
1c6cbc9e92b1893,cat_3,17,-2.9267897959009246,ord_1,,ord_0,,ord_6,,-3.516002323855523,4,-1.243054564162293,0,3,,cat_1,,1
1c754fd9edf5bbf,cat_3,1,-2.9424440038716346,ord_0,-2.6699753872216756,ord_0,,ord_3,46,4.511325831720137,30,2.036332381442983,0,4,,cat_4,0.7471586097440769,1
1c783710f2d5b80,cat_3,15,-3.4035488619292678,ord_0,25.900855541194314,ord_0,,,,-4.304320041102757,55,-1.1788272527344463,0,4,26,cat_1,,1
1c7c0d1964a389e,cat_3,4,-3.2209685758248967,ord_3,-2.30107490419523,ord_0,,ord_5,0,5.316204541561817,8,2.3845631478476177,,1,0,cat_1,,1
1c81e4f7000b3ea,cat_4,,-2.04408390597421,ord_1,16.49959252731883,ord_0,ord_6,,8,1.1574191079877552,,1.3734535360087534,14,5,8,cat_1,,1
1c8f66352101c84,cat_3,1,-2.5619200937219118,ord_3,,,ord_6,,11,8.591322340997323,,0.8609085893421716,,1,0,cat_0,,1
1c9120f1ffe4b69,cat_3,3,-3.3780800712714054,ord_2,-4.615923573017254,ord_0,ord_6,,,0.9785453703279148,16,3.9543471510534243,0,,0,cat_1,,0
1c9e66358164391,cat_0,5,-3.4597716824070837,,-5.872381357011123,,ord_6,,15,-3.1016215474862117,,2.965830014073438,0,5,0,cat_1,,0
1c9f98cbd1b1894,cat_3,1,-2.9286772505745953,ord_1,-2.525094807298875,,ord_3,,14,,4,3.6635677676025304,0,16,0,cat_4,,1
1ca026d05e796f5,cat_4,8,-0.8074817478052619,ord_2,,ord_0,ord_6,,30,2.442342624463076,0,,0,,,cat_1,0.3689990175632634,0
1ca246ff6333c51,cat_0,1,-2.6072469948652417,ord_4,3.85400161355582,ord_0,ord_6,,,,4,1.0047926791359114,0,,1,cat_4,,0
1ca76a5cc9466a6,cat_4,,-2.0983561807705224,ord_3,-1.3569890211304743,ord_0,ord_6,,,-4.810146849337924,,2.2020021666650615,1,2,0,cat_4,-0.06721989863243993,0
1cabd04b0a1d69b,cat_3,5,-3.353437771080598,,0.6871661252195925,ord_0,,ord_6,,-1.0621567200670754,7,2.8741338138173105,2,7,1,cat_1,,1
1cafcf110719484,cat_3,,-1.5691058237937454,ord_3,-6.536268434598898,ord_0,ord_5,ord_5,16,-2.869289369748896,19,-1.6060601794295886,0,22,0,cat_0,,0
1cb44a0b4201006,cat_0,,-2.5834951926263128,,-1.0183715660089967,,,ord_6,6,0.09876947232883881,0,1.7828481914948375,2,0,,cat_1,-0.4419814584772632,0
1cb76bfeeab654a,cat_4,23,-2.4278951926504315,ord_2,-0.6746738516736066,,ord_6,,,5.77827662279191,7,3.325620772231459,0,,,cat_1,,0
1cb8be503ae73a5,cat_3,17,-1.9682787602201477,ord_1,35.12502182382631,ord_0,,ord_1,0,,,0.10798537947711889,3,,,cat_4,,1
1cbb376f0b3a7b4,cat_4,2,0.0683825099939015,ord_2,9.036733387916035,,ord_6,ord_0,26,5.586551756459443,2,1.3406146084312,20,,,cat_1,-0.23514178084368165,0
1cbec03ca926198,cat_0,0,,,-2.9868108771106803,ord_0,ord_5,ord_6,0,-1.6327585120960828,0,1.0329670616518811,0,,0,cat_1,,1
1cc1aabba4d5186,cat_3,,-2.009203424960028,ord_2,-10.378291041803758,ord_0,ord_6,ord_0,3,6.586128204231625,2,,0,1,,cat_1,,1
1cc48bca2c376f5,cat_4,5,-0.8843027652840217,ord_4,-9.26978661954563,ord_0,ord_6,,,,8,-0.8819158384761552,0,3,0,cat_0,,1
1ccb59295f39aef,cat_1,2,-1.7626118927563719,ord_2,,ord_0,,ord_0,,3.914665207432731,1,-2.99047343162609,0,,0,cat_1,,0
1ccbacb0d8eb4ed,cat_4,,-0.3335371713982024,,-1.7094196773146222,,,ord_2,21,4.583932991951569,21,0.4012391205555821,,,,cat_1,,1
1ccf869645d1bd6,cat_3,,-1.534653801116416,ord_0,6.015087112953511,,,ord_4,,-4.681451996056978,19,-0.5960163046732854,11,22,,cat_5,,1
1cd553c9abe0158,cat_4,,-0.7581478137404164,ord_4,-14.250650171257826,,,ord_3,0,1.05233940113517,4,-3.713314425791803,0,4,,cat_1,,1
1cd750cc498b4a4,cat_3,21,-3.6123711502600453,ord_1,,,ord_6,,0,2.9966902400345097,17,-0.6835571404863918,0,3,,cat_1,,1
1cd804e4cc60702,cat_4,2,-3.342140930530941,ord_3,-10.18042373014471,ord_0,,ord_5,0,-1.1397138075167943,38,0.4520888939536165,0,,0,cat_1,,0
1cda092ac7c6653,cat_4,14,-0.7244566479677654,ord_1,,ord_0,,ord_4,0,0.34314473492832187,42,-0.7510579662322462,0,4,0,cat_1,-0.6919629408516911,0
1cdb4fec45a7a8b,cat_0,14,-3.0189828270045918,ord_4,9.488412118037663,,ord_6,ord_2,170,-3.5358346159832497,8,-0.08060913769398581,0,,,cat_4,,0
1ce40ac16c760c0,cat_0,2,-0.24053451809453164,ord_3,-23.621371370038,,ord_6,ord_0,,0.31171502183022326,0,-1.5163035696992901,0,2,0,cat_4,0.2400062925538236,1
1cf76af05245a3a,cat_1,2,-2.165854551485108,,-0.0722504003805362,ord_0,ord_6,ord_5,0,-6.509089153443253,6,,0,4,0,cat_1,,1
1cfa35286324412,cat_3,,-3.3785661052147127,ord_1,,,ord_6,ord_5,12,-5.064833267790206,11,-1.642296846674022,1,,0,cat_1,-0.4896299730616511,0
1d06d93225c9490,cat_3,2,-1.5347289593946494,ord_1,4.3866846411014375,ord_0,,ord_3,4,2.9699003793444936,38,-1.6678668685582325,6,2,,cat_4,,1
1d07d7842df55e8,cat_3,,-1.663403363069069,ord_1,,ord_0,,ord_5,,4.570669000719898,12,0.931147901617636,6,,19,cat_1,,1
