row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
43b9306ea484948,cat_2,,cat_1,,cat_2,cat_5,cat_4,,cat_1,1
43ba50ba5925e4d,cat_4,cat_2,cat_1,cat_4,cat_2,cat_0,cat_3,,cat_1,1
43ba987e9196552,cat_2,,cat_1,cat_2,cat_1,cat_0,cat_4,cat_5,cat_1,1
43c0cc0fee3243a,cat_4,,cat_1,cat_4,cat_1,cat_2,cat_3,cat_2,cat_2,1
43d81f312f7e76f,cat_1,,cat_1,cat_1,cat_2,cat_1,cat_2,cat_2,cat_2,0
43dd6fd2f130636,cat_1,,cat_1,cat_5,cat_0,cat_4,cat_3,,cat_1,0
43de6aca689ed29,cat_1,,cat_0,,cat_0,cat_3,cat_2,cat_5,cat_1,0
43ec6b4f62c3a1f,cat_3,,cat_1,,cat_2,cat_6,cat_0,,cat_2,0
43f06935233d1af,cat_1,,cat_1,cat_3,cat_0,cat_3,cat_3,cat_4,cat_0,0
441bcdabbb280e2,cat_2,cat_2,cat_1,,cat_1,cat_4,cat_3,cat_0,cat_1,1
442093e88b66ecf,cat_2,,cat_1,,cat_2,cat_7,cat_3,cat_4,cat_2,1
4438006a787e394,cat_2,,cat_0,cat_5,cat_0,cat_4,cat_4,cat_4,cat_0,0
443e0e4626f52ad,cat_2,cat_3,cat_1,cat_0,cat_2,cat_0,cat_3,cat_5,,1
444293b1f9bf308,cat_3,,cat_0,cat_1,cat_0,cat_3,cat_3,cat_3,cat_1,0
444552e959b7b0c,cat_3,cat_1,cat_1,,cat_1,cat_5,cat_0,,cat_1,0
4446518edbc7e74,cat_2,cat_2,cat_1,cat_4,cat_2,cat_0,cat_4,cat_0,cat_1,0
444ba134b8c59f7,cat_1,cat_3,cat_1,cat_2,cat_1,cat_3,cat_3,cat_2,cat_2,1
444d0052f086849,cat_2,cat_1,cat_1,cat_3,cat_2,cat_6,cat_0,,cat_1,0
4450b4c5f2066df,cat_2,cat_2,cat_1,cat_0,cat_2,cat_1,cat_0,cat_3,,1
4451e050c07e542,cat_2,cat_1,cat_1,,cat_0,cat_6,cat_2,cat_0,cat_0,0
445298d0d2e7823,cat_4,,cat_1,,cat_2,cat_2,cat_2,cat_2,cat_2,0
4453df48ec714ab,cat_4,cat_3,cat_1,,cat_0,cat_2,cat_3,cat_0,,0
4454e4252a93b67,cat_5,cat_3,cat_1,,cat_2,cat_3,cat_3,,cat_1,1
445a34c1a6b1ae3,cat_2,cat_3,cat_1,,cat_0,cat_7,cat_3,,cat_1,1
445a657c9f27244,cat_2,cat_3,cat_1,cat_3,cat_2,cat_4,cat_3,cat_4,cat_1,0
4462db0707174a3,cat_1,,cat_0,cat_1,cat_0,cat_5,cat_4,cat_2,cat_1,0
44668713019dd0b,cat_1,,cat_1,,cat_0,cat_6,cat_2,cat_4,cat_2,1
4468466860fe796,cat_0,,cat_1,cat_5,cat_1,cat_0,cat_3,cat_1,cat_1,1
446f527331798fd,cat_2,,cat_0,cat_2,cat_0,cat_0,cat_0,cat_0,cat_0,1
446ff8f0fead271,cat_0,,cat_1,cat_0,cat_2,cat_2,cat_3,,cat_0,1
4483206d2288caf,cat_2,,cat_0,cat_5,cat_2,cat_0,cat_3,cat_2,cat_2,1
44849879f20cef5,cat_2,cat_0,cat_0,cat_3,cat_1,cat_1,cat_4,,,0
4486e4e471bbb07,cat_4,,cat_0,cat_5,cat_2,cat_2,cat_3,cat_4,,0
448cee2ca8e9f08,cat_4,,cat_0,,cat_0,cat_4,cat_4,cat_3,,0
448f9f5d263b8f3,cat_4,,cat_1,cat_2,cat_2,cat_3,cat_0,cat_1,cat_2,1
44961342c02f0a9,cat_1,cat_2,cat_0,cat_3,cat_0,cat_2,cat_3,cat_5,cat_1,0
449889a911b66b4,cat_2,cat_1,cat_1,cat_1,cat_1,cat_0,cat_3,cat_2,cat_1,1
44b6893b7467de6,cat_2,cat_1,cat_1,,cat_1,cat_3,cat_3,cat_1,cat_0,0
44c09697e1bced6,cat_3,,cat_1,cat_4,cat_2,cat_6,cat_3,cat_3,,1
44db19737d257c1,cat_2,,cat_1,,cat_2,cat_5,cat_3,cat_1,cat_1,1
44dfa358090b48c,cat_1,,cat_1,cat_0,cat_0,cat_2,cat_2,cat_4,cat_2,1
44eaa3020a0382e,cat_1,,cat_1,cat_1,cat_1,cat_3,cat_3,cat_5,cat_0,0
44ef3dc2066e910,cat_2,cat_3,cat_1,,cat_1,cat_1,cat_3,cat_2,cat_1,0
44f3b92aee249bf,cat_2,cat_1,cat_1,cat_4,cat_2,cat_4,cat_3,cat_1,cat_1,1
44f6825707abc93,cat_0,cat_2,cat_0,cat_5,cat_0,cat_1,cat_2,cat_3,cat_1,0
44f9faa49118dee,cat_3,cat_2,cat_0,cat_5,cat_0,cat_6,cat_0,cat_5,,0
44fb1879cc89380,cat_1,,cat_1,,cat_0,cat_0,cat_4,cat_1,cat_0,1
450a7262b4a0b62,cat_2,,cat_0,cat_0,cat_0,cat_7,cat_3,cat_5,cat_2,1
450e63d22efdf29,cat_1,cat_2,cat_1,cat_3,cat_1,cat_7,cat_3,cat_3,cat_1,1
450ea076551c5f2,cat_1,,cat_0,,cat_0,cat_2,cat_3,cat_2,cat_1,1
4513e56b2c0a1ca,cat_3,,cat_0,cat_3,cat_0,cat_1,cat_0,cat_0,cat_2,0
451599112c47cbe,cat_4,cat_1,cat_0,,cat_2,cat_2,cat_3,cat_1,cat_1,0
45202003a95810b,cat_1,,cat_1,cat_3,cat_1,cat_0,cat_4,cat_3,cat_1,0
452476c1a336999,cat_3,cat_0,cat_0,,cat_0,cat_1,cat_2,cat_1,cat_1,1
4528fdc3098d2e5,cat_2,,cat_0,,cat_0,cat_4,cat_3,cat_5,cat_1,1
4529780232f7f55,cat_5,,cat_1,cat_0,cat_2,cat_3,cat_3,cat_3,cat_1,1
452d221a5990052,cat_1,cat_1,cat_1,cat_1,cat_1,cat_2,cat_4,cat_5,,0
4536b9213a97822,,,cat_1,,cat_1,cat_0,cat_4,cat_3,cat_0,1
453f569aba8e9d4,cat_2,cat_0,cat_0,,cat_0,cat_5,cat_3,cat_5,cat_1,0
4554c92971b7e7b,cat_1,cat_1,cat_0,,cat_0,cat_6,cat_0,cat_0,,0
455d5f52d5b796a,cat_1,,cat_1,cat_1,cat_0,cat_7,cat_2,,cat_2,0
4566c2b73e49993,cat_2,,cat_1,cat_0,cat_0,cat_0,cat_4,cat_4,cat_1,1
456bf88b09e0ad0,cat_4,,cat_1,cat_0,cat_1,cat_6,cat_2,,cat_0,1
4571338a774a124,cat_1,cat_3,cat_1,cat_4,cat_0,cat_3,cat_3,cat_1,cat_1,1
45728ae8a1cab11,cat_2,cat_1,cat_1,,cat_1,cat_4,cat_3,cat_3,cat_2,0
4575dd85027a064,cat_3,,cat_1,cat_2,cat_0,cat_6,cat_3,cat_0,,1
457961b051dfb32,cat_4,,cat_1,cat_5,cat_1,cat_6,cat_3,cat_2,cat_2,1
457974ee807d596,cat_2,,cat_1,,cat_2,cat_1,cat_3,cat_3,cat_0,0
458e1330d8514ab,cat_2,cat_1,cat_1,cat_1,cat_0,cat_4,cat_2,cat_0,cat_1,0
458e1773f9e316f,cat_3,,cat_1,,cat_0,cat_2,cat_3,cat_4,cat_0,1
458ff40a0a76077,cat_2,cat_3,cat_1,cat_1,cat_1,cat_0,cat_0,cat_3,,0
45966ca0ecf382d,,,cat_1,,cat_2,cat_1,cat_2,cat_4,cat_1,0
4597cd71da87716,cat_2,cat_3,cat_1,,cat_2,cat_3,cat_3,,cat_1,0
459d409149ab07b,,cat_1,cat_1,cat_5,cat_2,cat_6,cat_4,cat_5,cat_1,0
459e1190d88e2d9,cat_2,,cat_1,cat_1,cat_1,cat_0,cat_4,cat_1,cat_0,0
459f656207cf7ab,cat_0,cat_3,cat_0,cat_1,cat_2,cat_1,cat_3,cat_4,cat_1,0
45a715a245473a9,cat_2,cat_1,cat_1,cat_1,cat_1,cat_7,cat_2,cat_3,cat_0,0
45a91215203ce5f,cat_2,,cat_1,cat_0,cat_1,cat_6,cat_0,,cat_1,1
45a9926e9a86c6e,cat_1,cat_3,cat_1,cat_2,cat_0,cat_6,cat_3,cat_0,,0
45aa966b5ddf1d0,cat_3,cat_3,cat_1,cat_1,cat_1,cat_5,cat_2,cat_5,cat_1,0
45ad9c34073fa59,cat_2,,cat_1,cat_3,cat_2,cat_0,cat_3,cat_5,cat_1,0
45b1343352cc29b,cat_1,cat_1,cat_1,cat_5,cat_2,cat_5,cat_3,cat_3,cat_0,0
45b66adcd85862c,,,cat_0,cat_1,cat_2,cat_4,cat_3,cat_0,cat_1,0
45d0a9ad937509f,cat_3,,cat_1,cat_5,cat_0,cat_6,cat_4,cat_5,cat_1,0
45d89fd291bc12f,cat_2,cat_2,cat_1,cat_1,cat_2,cat_2,cat_3,cat_0,cat_1,0
45dd26b82611574,cat_2,cat_3,cat_1,,cat_0,cat_7,cat_2,cat_5,cat_1,1
45ebcf37588c04e,cat_2,cat_1,cat_1,,cat_2,cat_2,cat_3,,cat_2,0
45fecb174e5519e,cat_2,cat_2,cat_0,,cat_2,cat_2,cat_3,cat_2,cat_1,1
4601c6a3dbbea8c,,cat_2,cat_0,cat_0,cat_2,cat_0,cat_4,cat_1,cat_2,1
46131e199ace437,cat_2,,cat_0,,cat_2,cat_2,cat_3,cat_1,cat_1,1
46135fb4f3972d2,cat_4,cat_2,cat_1,,cat_0,cat_3,cat_0,,cat_2,1
46170508415bfa9,cat_4,cat_1,cat_1,cat_5,cat_2,cat_6,cat_3,,cat_0,1
461efcef116f778,,,cat_1,,cat_0,cat_0,cat_3,cat_3,cat_1,0
462682c52bbc35f,cat_3,cat_1,cat_0,,cat_0,cat_6,cat_3,cat_1,cat_2,0
462e72371fefbab,cat_1,,cat_1,cat_1,cat_1,cat_4,cat_0,cat_0,cat_1,0
463dbe5ddac2a01,cat_1,,cat_1,cat_1,cat_1,cat_2,cat_0,cat_4,cat_0,0
4641b371a77b42b,cat_2,,cat_1,cat_1,cat_2,cat_2,cat_3,cat_1,cat_0,0
46432397fe074ae,cat_3,,cat_0,cat_5,cat_0,cat_4,cat_3,,cat_1,0
4644882e387026d,cat_2,,cat_0,cat_5,cat_2,cat_4,cat_3,cat_5,cat_1,1
46452d4ef793620,cat_1,cat_2,cat_0,,cat_0,cat_4,cat_0,cat_4,cat_2,0
46474b3c26aa4db,cat_2,cat_3,cat_1,,cat_2,cat_4,cat_4,cat_4,cat_2,0
4652cc2c9653293,cat_2,cat_3,cat_1,cat_0,cat_2,cat_0,cat_3,cat_0,cat_2,1
465dff0438e2843,cat_1,cat_1,cat_1,,cat_1,cat_5,cat_3,cat_1,,1
466570d5e14904e,cat_2,,cat_0,cat_3,cat_0,cat_7,cat_3,cat_5,cat_1,1
466d75948ddd0ae,cat_2,cat_3,cat_1,cat_3,cat_0,cat_0,cat_3,cat_1,cat_1,0
466ee7bc8e7eadd,cat_4,cat_2,cat_1,cat_2,cat_2,cat_3,cat_3,cat_0,cat_1,0
4670938f9d4375f,cat_1,cat_1,cat_1,,cat_0,cat_7,cat_2,cat_0,cat_2,1
467ce4752c830d5,cat_3,cat_0,cat_0,cat_3,cat_0,cat_2,cat_3,cat_4,cat_1,0
46840a5b1a5e5a9,cat_2,cat_3,cat_1,,cat_2,cat_0,cat_3,cat_3,cat_1,0
468e9bb71954e0b,cat_2,cat_1,cat_1,cat_5,cat_1,cat_7,cat_0,cat_4,cat_1,1
46a268d6b798b20,cat_1,,cat_1,cat_0,cat_2,cat_7,cat_3,cat_0,cat_1,1
46a3faa9ba12fca,cat_2,cat_1,cat_1,,cat_2,cat_3,cat_3,cat_2,,1
46ab08f2ecdbdaa,cat_4,cat_0,cat_1,cat_1,cat_2,cat_2,cat_3,cat_3,cat_1,0
46ad47e39eae788,cat_2,cat_0,cat_1,,cat_0,cat_4,cat_0,cat_5,cat_1,1
46bc091c4975299,cat_3,cat_1,cat_1,cat_1,cat_2,cat_4,cat_4,cat_0,cat_1,0
46c044e82358d53,cat_1,,cat_1,cat_3,cat_0,cat_3,cat_3,cat_4,cat_0,0
46c281673ca9265,,cat_2,cat_1,cat_0,cat_0,cat_6,cat_3,cat_5,cat_1,1
46c4b813c4a29fc,cat_1,cat_0,cat_1,cat_5,cat_2,cat_5,cat_1,cat_1,,1
46c86104f057c92,cat_1,cat_3,cat_1,cat_4,cat_0,cat_7,cat_3,cat_5,cat_1,1
46cec95e724d2ac,cat_4,cat_3,cat_0,,cat_2,cat_3,cat_2,cat_4,cat_0,0
46d2c0f789ee7b4,cat_0,cat_2,cat_1,,cat_1,cat_3,cat_3,cat_0,cat_0,1
46e211c0ab16038,,cat_1,cat_1,,cat_1,cat_5,cat_3,cat_0,cat_1,0
46ead9249c4f31e,cat_2,,cat_1,,cat_2,cat_0,cat_4,cat_4,cat_0,1
46f41cee8dd6c1b,cat_3,,cat_1,cat_3,cat_1,cat_5,cat_4,cat_1,cat_0,0
46f527a38ae54bb,cat_2,cat_3,cat_1,,cat_2,cat_5,cat_3,cat_3,cat_2,0
46f5c0d80cbac28,cat_2,,cat_0,cat_2,cat_2,cat_4,cat_4,cat_0,cat_1,1
46fc7c52949d41d,cat_3,cat_1,cat_1,,cat_2,cat_1,cat_3,cat_3,,1
46fff772ff7ba68,,,cat_0,cat_0,cat_0,cat_0,cat_3,cat_1,,1
4701e5af20d5b30,cat_5,,cat_1,cat_0,cat_1,cat_4,cat_0,cat_3,cat_1,1
470b34fb9363d32,cat_2,,cat_1,,cat_0,cat_6,cat_3,cat_2,cat_2,1
4714ba14afcf347,,cat_2,cat_1,,cat_0,cat_4,cat_4,,cat_2,0
47263c0b92cade1,cat_1,cat_1,cat_1,cat_1,cat_0,cat_7,cat_4,cat_3,cat_0,1
4729a940404c95f,cat_2,,cat_0,cat_5,cat_1,cat_0,cat_2,cat_3,cat_0,0
473ab9b0bd77f1b,cat_2,,cat_1,,cat_2,cat_5,cat_0,cat_3,cat_1,1
473d09d9b35cf53,cat_3,,cat_0,cat_4,cat_2,cat_7,cat_3,cat_4,cat_0,1
4741d3945f108bc,cat_3,cat_2,cat_1,,cat_0,cat_3,cat_3,cat_0,cat_1,1
474261f6b6a66a8,cat_2,,cat_1,cat_0,cat_2,cat_4,cat_3,cat_2,cat_1,1
47440f918239d23,cat_3,cat_3,cat_1,cat_3,cat_2,cat_5,cat_3,cat_1,,0
474b91141e8e3da,cat_1,cat_1,cat_1,cat_0,cat_0,cat_4,cat_2,cat_5,cat_2,1
4750b796bf1d1c1,cat_4,cat_3,cat_1,cat_4,cat_0,cat_5,cat_2,cat_2,,0
4750fe818a6462d,cat_2,cat_1,cat_1,,cat_2,cat_6,cat_3,,cat_1,0
4751c1bf03a0d80,cat_1,cat_1,cat_0,,cat_1,cat_3,cat_4,cat_4,cat_0,0
47634202f871e5b,cat_3,,cat_1,,cat_1,cat_1,cat_3,cat_2,cat_2,0
476a95e86879eca,cat_3,cat_1,cat_1,,cat_0,cat_4,cat_2,,cat_1,0
476e19909e253a3,cat_0,,cat_1,cat_3,cat_1,cat_1,cat_3,cat_4,cat_1,0
47734d9465d9c99,cat_4,cat_3,cat_1,cat_4,cat_0,cat_6,cat_3,cat_1,cat_2,1
4773d69ed1ec237,cat_1,,cat_1,,cat_1,cat_2,cat_3,cat_0,cat_1,0
477f5b1c56bf3c2,cat_3,,cat_1,,cat_2,cat_1,cat_3,cat_5,,1
478097eb3058a6a,cat_4,,cat_1,cat_0,cat_0,cat_2,cat_2,cat_0,cat_2,0
478386ac2db5652,cat_1,cat_1,cat_0,cat_3,cat_0,cat_3,cat_3,cat_5,cat_1,0
4784ded0256375d,cat_2,cat_2,cat_1,,cat_0,cat_2,cat_0,cat_5,cat_2,0
478b32abd69e10c,cat_2,cat_1,cat_1,,cat_2,cat_0,cat_2,cat_5,cat_1,0
478b40e210b1ff9,cat_4,cat_3,cat_1,cat_5,cat_1,cat_4,cat_4,cat_5,cat_1,1
479ee8c174e643d,cat_0,,cat_0,,cat_0,cat_5,cat_2,cat_1,,0
47a0c433543e724,cat_1,,cat_1,,cat_0,cat_3,cat_3,cat_1,cat_0,1
47a325cd22e48e5,cat_2,,cat_1,cat_5,cat_1,cat_4,cat_0,cat_2,,0
47a4a2a15ed2006,cat_2,,cat_0,cat_4,cat_0,cat_6,cat_3,cat_1,cat_2,1
47a6a47f6329b06,cat_2,,cat_0,cat_0,cat_2,cat_5,cat_4,cat_1,cat_1,1
47ae3207c958e4e,cat_4,,cat_0,,cat_0,cat_5,cat_3,cat_5,cat_1,0
47c039b7d366674,cat_2,,cat_1,,cat_2,cat_0,cat_3,cat_3,cat_1,0
47c144a40b5304a,cat_1,,cat_1,cat_0,cat_0,cat_5,cat_4,cat_1,cat_0,1
47c2a704b7bde67,cat_2,,cat_1,cat_2,cat_2,cat_4,cat_3,cat_0,cat_0,1
47d750ca04fab58,cat_2,,cat_0,cat_0,cat_0,cat_5,cat_3,cat_2,cat_2,1
47f1b31de5f5010,cat_2,cat_1,cat_1,,cat_2,cat_5,cat_4,cat_4,cat_1,1
47f539c2923371f,cat_2,cat_1,cat_1,cat_0,cat_0,cat_1,cat_0,cat_1,cat_2,0
47fc3ca9b160f88,cat_2,cat_3,cat_1,cat_1,cat_2,cat_2,cat_3,cat_0,cat_1,0
48018e11ac064ce,cat_1,cat_1,cat_1,,cat_0,cat_5,cat_4,cat_0,cat_1,1
4807605dced0238,cat_2,,cat_1,cat_0,cat_0,cat_3,cat_0,cat_0,cat_1,1
481a3d59cb7751e,cat_4,cat_3,cat_1,cat_0,cat_2,cat_5,cat_1,cat_3,cat_2,1
4824bec561da347,cat_2,,cat_1,,cat_2,cat_3,cat_2,,cat_1,0
4830d98049695a5,cat_0,cat_2,cat_0,cat_5,cat_2,cat_2,cat_3,cat_5,cat_2,0
4831caa299d8a29,cat_2,cat_2,cat_0,cat_2,cat_0,cat_0,cat_3,cat_3,cat_1,1
48368d71072aded,cat_3,,cat_1,cat_3,cat_0,cat_2,cat_4,cat_2,,0
4839877ce44738e,cat_2,,cat_0,,cat_0,cat_0,cat_4,,cat_1,1
483cbf2e2e4cf54,cat_0,cat_2,cat_1,cat_5,cat_0,cat_6,cat_3,,cat_2,0
483e24509bf3a48,cat_2,cat_1,cat_1,cat_4,cat_0,cat_4,cat_3,,cat_1,1
483fa1f6349dd6b,cat_1,,cat_1,cat_3,cat_0,cat_5,cat_2,cat_5,cat_2,1
4841207ed423f06,cat_2,cat_1,cat_1,,cat_0,cat_0,cat_2,,cat_0,0
4845f4df783ba9f,cat_2,cat_1,cat_0,,cat_1,cat_4,cat_3,cat_1,cat_1,1
48562bec590ba2c,cat_2,cat_3,cat_1,cat_1,cat_2,cat_2,cat_3,cat_0,cat_1,0
485b3f0c2f3c356,cat_2,,cat_0,,cat_0,cat_2,cat_4,cat_4,,0
486144b9ae812f3,cat_4,,cat_1,cat_0,cat_1,cat_5,cat_3,cat_2,cat_0,1
4863db33070bbf2,cat_3,cat_1,cat_1,cat_1,cat_1,cat_6,cat_0,cat_3,cat_0,0
486d9c3f722927c,cat_2,,cat_0,,cat_0,cat_7,cat_3,cat_0,,1
486df76e3ff238c,cat_2,cat_1,cat_1,cat_2,cat_2,cat_2,cat_3,cat_1,cat_0,1
487e649b6c5f4e0,cat_1,cat_3,cat_1,,cat_0,cat_4,cat_4,cat_2,,1
4883450863258ff,,cat_2,cat_0,cat_0,cat_2,cat_2,cat_2,cat_4,cat_0,1
4890de6e595ee5a,cat_1,cat_0,cat_1,,cat_2,cat_4,cat_2,cat_0,cat_1,0
4892a0a457ff0f3,cat_4,cat_3,cat_1,cat_0,cat_1,cat_2,cat_4,cat_1,cat_1,0
489536e1b8a6190,cat_1,,cat_1,,cat_0,cat_3,cat_2,cat_3,cat_1,1
489e8ce04f5e39e,cat_1,,cat_1,cat_0,cat_0,cat_5,cat_4,cat_2,cat_2,1
489f4bb65de40f6,cat_4,cat_2,cat_1,cat_2,cat_1,cat_7,cat_3,cat_5,cat_1,1
48a799998de738f,cat_3,cat_1,cat_1,cat_3,cat_0,cat_3,cat_3,cat_3,cat_1,0
48a7b494081d9a8,cat_2,cat_3,cat_1,,cat_0,cat_0,cat_2,cat_5,cat_1,0
48b19746fc3b2a7,cat_0,,cat_1,cat_0,cat_2,cat_4,cat_2,cat_5,cat_1,1
48b5d7f0d2bd151,cat_3,cat_3,cat_1,cat_2,cat_2,cat_0,cat_4,cat_3,cat_1,1
48bcabda915045a,cat_1,,cat_1,cat_3,cat_0,cat_3,cat_2,cat_4,cat_1,0
48c43b9a251bdcc,cat_2,cat_3,cat_0,,cat_0,cat_4,cat_3,cat_1,cat_1,0
48cac00e9cb0c97,,,cat_0,,cat_2,cat_3,cat_3,cat_3,cat_2,0
48cc6bd0f0dea42,cat_2,cat_1,cat_1,,cat_2,cat_1,cat_3,cat_0,cat_1,1
48cf84b0a13dbcf,,,cat_0,cat_1,cat_2,cat_6,cat_3,cat_5,cat_1,0
48d04d6cec291fc,cat_2,,cat_0,cat_0,cat_0,cat_0,cat_3,cat_5,cat_1,1
48d36b4fde3ed37,cat_2,cat_2,cat_0,cat_1,cat_0,cat_5,cat_3,cat_0,cat_0,0
48d8c2ee9b1f112,cat_3,cat_2,cat_1,cat_1,cat_0,cat_1,cat_4,,cat_2,0
48d91fed789c24a,cat_1,,cat_1,cat_4,cat_1,cat_4,cat_2,,cat_1,1
48db461b1e8e64d,cat_1,,cat_1,cat_3,cat_0,cat_3,cat_3,cat_4,cat_1,0
48dddd304e00fce,cat_1,cat_1,cat_1,cat_0,cat_0,cat_2,cat_3,cat_1,cat_1,1
48e57e9168b5e21,cat_2,,cat_1,cat_3,cat_2,cat_4,cat_3,cat_5,cat_0,0
48f214e612daf99,,,cat_1,cat_2,cat_2,cat_5,cat_3,cat_5,cat_2,0
48f5cbad0d0c93f,cat_2,,cat_1,,cat_0,cat_3,cat_2,,cat_1,0
48f987a3943bfc4,cat_4,cat_1,cat_1,cat_4,cat_1,cat_0,cat_3,cat_3,cat_1,1
4900c79a99bd3b8,cat_2,cat_3,cat_1,cat_4,cat_1,cat_0,cat_3,cat_1,cat_1,0
49018f2a90cabb9,cat_1,,cat_1,,cat_0,cat_5,cat_4,cat_1,cat_1,0
49024ab518c635f,cat_3,cat_2,cat_1,cat_4,cat_2,cat_5,cat_4,cat_2,cat_2,0
490873e1536eea4,cat_1,cat_3,cat_0,cat_4,cat_2,cat_7,cat_4,cat_1,cat_1,1
490a8eae83572b5,cat_3,cat_1,cat_1,,cat_0,cat_7,cat_2,,cat_1,1
490b9316f519f32,cat_4,cat_2,cat_0,cat_5,cat_0,cat_1,cat_2,cat_1,cat_0,0
490c204e99bfc4e,cat_3,cat_3,cat_1,,cat_0,cat_2,cat_3,cat_3,cat_2,0
490fc659abe883d,cat_1,cat_2,cat_1,cat_5,cat_1,cat_7,cat_4,cat_3,cat_0,1
4911b996df70cec,cat_1,,cat_1,,cat_0,cat_3,cat_3,cat_4,cat_1,1
49159e7b25e778b,cat_0,cat_0,cat_0,,cat_1,cat_3,cat_3,cat_3,cat_2,0
49199a24f952432,cat_2,,cat_1,cat_3,cat_2,cat_1,cat_3,cat_5,cat_1,0
491f29b53d15f66,cat_2,,cat_1,,cat_2,cat_2,cat_3,cat_0,cat_1,1
4920eb12afae27e,cat_4,,cat_1,cat_3,cat_2,cat_6,cat_3,cat_0,cat_1,0
492ca23549036d1,cat_2,,cat_1,,cat_1,cat_1,cat_3,cat_5,cat_1,1
4938988b33a9625,cat_1,,cat_1,,cat_0,cat_6,cat_0,cat_3,cat_1,1
493bc03d5ad1414,,,cat_1,,cat_2,cat_3,cat_3,cat_5,,0
493ca0d861bf16e,cat_2,cat_1,cat_1,cat_4,cat_0,cat_7,cat_3,cat_3,,1
494321e00a30f97,cat_2,,cat_1,cat_5,cat_0,cat_6,cat_0,cat_5,cat_1,0
49495e90a46151d,cat_2,,cat_1,cat_4,cat_1,cat_0,cat_0,cat_4,cat_0,1
494aa28f1b85d52,cat_1,,cat_1,cat_1,cat_0,cat_7,cat_4,,cat_1,0
495043081d1f44d,cat_4,cat_3,cat_1,,cat_0,cat_4,cat_3,cat_0,cat_1,0
495483e19af1cd1,cat_2,cat_1,cat_1,,cat_0,cat_0,cat_3,cat_4,cat_1,1
495508aacf1634c,cat_1,,cat_0,,cat_0,cat_2,cat_0,cat_4,cat_1,1
4958ead8688b15d,cat_2,cat_1,cat_1,cat_0,cat_2,cat_0,cat_3,cat_0,cat_2,1
495a6f6c304448c,cat_2,,cat_1,,cat_0,cat_4,cat_0,cat_0,cat_1,0
495b0f8294b1b83,cat_1,cat_3,cat_1,,cat_0,cat_5,cat_2,cat_5,cat_2,1
495deb58e99b2bc,cat_1,cat_3,cat_1,,cat_0,cat_6,cat_4,cat_0,cat_1,0
4970210fb52ac81,cat_2,cat_3,cat_1,,cat_1,cat_4,cat_3,cat_4,,0
497bc338116a791,cat_2,,cat_0,,cat_2,cat_4,cat_3,cat_4,cat_1,0
497dc8877983c36,cat_2,,cat_1,cat_5,cat_1,cat_2,cat_2,cat_3,,0
497f41855d28484,cat_2,cat_3,cat_1,,cat_1,cat_3,cat_3,cat_3,cat_2,0
49806e37b7e10b8,cat_1,cat_1,cat_1,cat_3,cat_1,cat_2,cat_1,cat_3,,0
4983e77fe540b02,cat_2,,cat_1,,cat_2,cat_1,cat_4,cat_3,cat_0,0
498532b06f61cc0,cat_2,,cat_0,cat_2,cat_2,cat_0,cat_3,,,1
498b69841aa372a,cat_3,,cat_1,cat_3,cat_1,cat_3,cat_3,,,0
4998e400dca7020,,cat_3,cat_0,cat_1,cat_0,cat_3,cat_2,cat_4,cat_1,0
499e50a7505f1fd,cat_2,,cat_0,,cat_0,cat_0,cat_3,cat_1,cat_1,1
49ad616a8930d80,cat_3,cat_1,cat_1,cat_0,cat_0,cat_3,cat_0,cat_3,cat_1,0
49b09c4493a2700,cat_1,,cat_1,cat_1,cat_0,cat_2,cat_3,cat_1,cat_1,1
49b216f5e6d350a,cat_3,,cat_0,cat_1,cat_1,cat_1,cat_3,cat_0,cat_1,0
49be5880a365c02,cat_2,cat_3,cat_0,cat_3,cat_0,cat_4,cat_4,,cat_1,0
49bf864357ea606,cat_2,cat_0,cat_0,,cat_0,cat_5,cat_3,cat_0,cat_1,0
49c20840b4d6f0d,cat_3,,cat_0,,cat_0,cat_5,cat_4,cat_5,cat_1,0
49cdfd99452e740,cat_2,,cat_0,cat_2,cat_0,cat_0,cat_3,cat_0,cat_2,1
49dceb44dcb7b31,cat_1,,cat_1,cat_4,cat_0,cat_3,cat_2,cat_3,cat_1,1
49df4c19c193923,cat_3,,cat_0,,cat_0,cat_3,cat_0,cat_1,cat_1,0
49e48f4bc42a91e,cat_4,,cat_0,,cat_2,cat_2,cat_3,cat_5,cat_0,0
49eb80df46d0222,cat_4,cat_1,cat_0,cat_2,cat_2,cat_0,cat_3,cat_3,cat_1,1
49ed1ac10267215,cat_1,cat_1,cat_1,cat_5,cat_1,cat_4,cat_3,cat_4,cat_1,0
49ff0e088d7eded,cat_4,cat_1,cat_1,,cat_1,cat_0,cat_3,cat_1,cat_0,1
4a06787d210cc6f,cat_2,cat_1,cat_1,,cat_0,cat_4,cat_3,cat_4,,1
4a08c682ffed996,cat_1,cat_1,cat_1,cat_2,cat_0,cat_1,cat_3,cat_4,,1
4a0c56c06099ea8,cat_4,,cat_1,cat_3,cat_2,cat_3,cat_2,cat_1,cat_2,0
4a1a1741fdda5d2,cat_3,,cat_1,cat_3,cat_0,cat_2,cat_4,cat_1,cat_2,0
4a1cf5b85e83874,,cat_3,cat_1,cat_5,cat_2,cat_5,cat_4,cat_1,cat_0,1
