row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
3cabe8b39a491f0,cat_5,,cat_0,cat_0,cat_2,cat_0,cat_5,cat_1,cat_2,cat_0,cat_2,cat_7,0
3cbcd9f065c3cc0,,cat_0,cat_0,cat_1,cat_0,cat_2,cat_3,,cat_3,cat_1,cat_0,cat_6,0
3cc0433a540a3a5,cat_0,,cat_0,cat_1,cat_1,cat_4,cat_5,,cat_0,cat_0,cat_2,cat_7,0
3cc3b6a0f2fffc9,,cat_0,cat_0,cat_2,cat_3,cat_4,cat_5,cat_4,cat_5,cat_1,cat_0,cat_7,0
3ccd24b9f749b90,cat_5,,cat_0,cat_0,cat_3,cat_0,cat_0,cat_1,cat_7,cat_0,cat_3,cat_1,1
3ccf407e098827d,,,cat_0,cat_1,cat_2,cat_5,cat_6,cat_3,cat_2,cat_1,cat_0,cat_6,1
3cd496c16c1afa0,cat_0,cat_1,cat_0,cat_5,cat_3,cat_1,cat_6,cat_3,cat_6,cat_1,cat_1,cat_0,1
3cee939d46648de,cat_1,cat_0,cat_1,cat_4,cat_1,cat_5,cat_3,,cat_4,cat_0,cat_1,cat_6,0
3cf261ec3e0421b,,,cat_0,cat_4,cat_3,cat_0,cat_3,cat_4,cat_6,cat_1,cat_5,cat_1,1
3cf3b71d62b8572,cat_2,,cat_0,cat_1,cat_3,cat_5,cat_2,,cat_5,cat_1,cat_0,cat_7,1
3d0250a4f821023,cat_7,cat_0,cat_1,cat_5,cat_1,cat_1,cat_0,cat_3,cat_1,cat_1,cat_5,cat_2,0
3d0762670bec385,,,cat_0,cat_0,,cat_4,cat_6,,cat_7,cat_0,cat_3,cat_6,1
3d19098d99c2504,cat_0,cat_1,cat_0,cat_2,cat_4,cat_2,cat_1,cat_3,cat_3,cat_1,cat_0,cat_0,1
3d1debfbc4d50f3,cat_5,,cat_0,cat_0,,cat_2,cat_0,,cat_2,cat_0,cat_1,cat_3,1
3d2664ef2ae9944,,,cat_0,cat_2,cat_4,cat_1,cat_0,cat_0,cat_0,cat_1,cat_1,cat_5,0
3d33bf47707f432,cat_2,cat_1,cat_0,cat_0,,cat_4,cat_2,cat_1,cat_5,cat_1,cat_0,cat_7,0
3d394dcd301265f,cat_0,cat_1,cat_0,cat_2,cat_3,cat_4,cat_1,cat_3,cat_4,cat_1,cat_0,cat_1,1
3d40d5398ee8fb8,cat_0,cat_0,cat_0,cat_5,cat_4,cat_3,cat_3,cat_3,cat_0,cat_1,cat_5,cat_1,0
3d42fcdbb1eb9d0,cat_6,,cat_0,cat_0,,cat_2,cat_6,,cat_4,cat_0,cat_6,cat_1,1
3d5479a62fdf3c3,cat_5,cat_0,cat_0,cat_2,,cat_4,cat_5,,cat_5,cat_0,cat_6,cat_0,0
3d58f1b252dc86f,cat_2,cat_0,cat_0,cat_3,cat_3,cat_1,cat_6,cat_0,cat_2,cat_1,cat_1,cat_6,1
3d5cdb6350ea89c,cat_5,cat_0,cat_0,cat_5,cat_2,cat_3,cat_6,,cat_5,cat_0,cat_1,cat_0,1
3d612a5938f5eb1,cat_1,cat_1,cat_1,cat_5,,cat_5,cat_4,cat_4,cat_5,cat_0,cat_3,cat_5,0
3d670ae2abb9c32,cat_5,,cat_0,cat_5,cat_0,cat_5,cat_6,cat_0,cat_4,cat_0,cat_1,cat_6,1
3d715269977bc5a,,cat_0,cat_1,cat_5,cat_3,cat_1,cat_0,,cat_1,cat_0,cat_3,cat_6,0
3d766a15079959e,cat_2,cat_0,cat_0,cat_1,cat_4,cat_0,cat_2,cat_1,cat_2,cat_1,cat_5,cat_3,0
3d8a50d7e119a04,cat_0,cat_1,cat_0,cat_1,cat_2,cat_2,cat_2,cat_2,cat_0,cat_1,cat_5,cat_0,0
3d9bbdc760bad7e,cat_2,cat_1,cat_0,cat_2,cat_3,cat_2,cat_2,cat_0,cat_2,cat_1,cat_0,cat_7,1
3d9f52b495dfa5c,cat_1,cat_0,cat_0,cat_5,cat_1,cat_5,cat_5,,cat_5,cat_0,cat_3,cat_5,1
3da0b825d505e9a,cat_5,,cat_0,cat_3,cat_0,cat_1,cat_6,cat_0,cat_5,cat_0,cat_0,cat_7,1
3da1be418c23ad7,cat_5,cat_0,cat_0,cat_1,cat_2,cat_5,cat_0,,cat_5,cat_0,cat_6,cat_5,0
3da2fee9bd0a620,,,cat_0,cat_4,cat_4,cat_0,cat_6,cat_3,cat_4,cat_1,cat_1,cat_5,0
3db90590af5c7b8,cat_4,cat_0,cat_1,cat_5,cat_1,cat_5,cat_5,,cat_4,cat_0,cat_3,cat_7,1
3dc28470868384f,,,cat_0,cat_2,cat_3,cat_4,cat_4,cat_3,cat_3,cat_1,cat_2,cat_1,0
3dc33ed9e552b46,cat_5,cat_1,cat_0,cat_1,cat_3,cat_2,cat_2,cat_2,cat_7,cat_0,cat_3,cat_3,1
3dcc07cdb71e578,cat_2,cat_0,cat_0,cat_0,cat_1,cat_1,cat_5,cat_3,cat_5,cat_1,cat_5,cat_6,0
3dd4ed750fbd47f,cat_4,,cat_0,cat_2,,cat_5,cat_2,cat_1,cat_5,cat_0,cat_4,cat_5,1
3dd9ffbae9b8f5c,,cat_0,cat_0,cat_0,cat_4,cat_4,cat_6,cat_1,cat_7,cat_0,cat_1,cat_6,1
3ddcde1d805738a,cat_0,,cat_0,cat_1,,cat_2,cat_0,,cat_5,cat_0,cat_3,cat_4,0
3ddf1520102ee48,cat_5,,cat_0,cat_3,,cat_0,cat_6,cat_3,cat_6,cat_0,cat_5,cat_2,0
3de099183d0c9b8,cat_7,cat_1,cat_0,cat_1,cat_4,cat_3,cat_1,cat_3,cat_5,cat_1,cat_5,cat_0,0
3de19b23643423e,,,cat_1,cat_5,cat_2,cat_4,cat_0,,cat_1,cat_1,cat_5,cat_6,0
3de39e5a61d7089,cat_2,cat_0,cat_0,cat_5,,cat_0,cat_0,cat_2,cat_7,cat_1,cat_0,cat_6,1
3de5025727bfab9,cat_5,,cat_0,cat_1,cat_1,cat_4,cat_5,cat_2,cat_5,cat_0,cat_5,cat_5,0
3df03d7830b1cdb,cat_0,,cat_0,cat_5,cat_4,cat_5,cat_4,cat_3,cat_4,cat_1,cat_1,cat_4,1
3df1f5cde8dd155,,cat_1,cat_0,cat_1,cat_2,cat_2,cat_6,,cat_0,cat_1,cat_1,cat_0,0
3dfba674933b772,cat_0,cat_0,cat_0,cat_1,cat_1,cat_2,cat_0,,cat_4,cat_1,cat_5,cat_5,0
3e036083b384114,cat_1,cat_1,cat_0,cat_5,cat_2,cat_1,cat_5,cat_3,cat_5,cat_0,cat_3,cat_1,0
3e0df2e2fd193c3,cat_5,,cat_0,cat_5,cat_3,cat_2,cat_2,,cat_5,cat_0,cat_1,cat_3,1
3e0e5cceb4aa574,cat_0,cat_1,cat_0,cat_5,,cat_3,cat_0,cat_2,cat_6,cat_1,cat_1,cat_2,1
3e106b1ebf11806,cat_1,cat_0,cat_0,cat_1,cat_3,cat_5,cat_0,cat_3,cat_0,cat_0,cat_1,cat_1,0
3e124e4e56470c5,cat_4,,cat_1,cat_3,,cat_4,cat_6,cat_0,cat_1,cat_0,cat_1,cat_6,0
3e15cdf4c8d9427,,,cat_0,cat_3,cat_3,cat_4,cat_6,,cat_2,cat_0,cat_1,cat_3,1
3e1c34986b36663,cat_2,cat_0,cat_0,cat_1,cat_2,cat_3,cat_2,,cat_5,cat_1,cat_5,cat_6,0
3e2116c04350d91,,,cat_0,cat_2,cat_3,cat_1,cat_0,cat_0,cat_5,cat_0,cat_3,cat_7,1
3e2f0f1bd86e91f,,cat_0,cat_0,cat_4,cat_3,cat_5,cat_6,,cat_5,cat_1,cat_0,cat_6,1
3e37139de84af40,cat_0,cat_1,cat_0,cat_5,cat_4,cat_1,cat_0,,cat_6,cat_1,cat_5,cat_1,1
3e43cf3d945fa7b,cat_5,cat_0,cat_0,cat_1,cat_3,cat_1,cat_0,cat_4,cat_5,cat_0,cat_3,cat_3,1
3e4a6a4cadfa1c3,cat_0,,cat_0,cat_5,,cat_1,cat_2,cat_1,cat_1,cat_0,cat_6,cat_5,1
3e590c70d425838,cat_5,cat_1,cat_0,cat_3,cat_3,cat_5,cat_6,,cat_7,cat_0,cat_3,cat_4,1
3e5aa72611b99d5,cat_0,cat_0,cat_0,cat_2,cat_2,cat_2,cat_2,,cat_6,cat_1,cat_0,cat_7,1
3e6e3c50572d877,cat_2,cat_0,cat_0,cat_2,,cat_2,cat_4,cat_3,cat_2,cat_1,cat_0,cat_4,1
3e7567598c060f7,,cat_0,cat_0,cat_2,cat_3,cat_5,cat_1,,cat_2,cat_1,cat_0,cat_3,1
3e759e05975899c,,cat_0,cat_0,cat_1,cat_3,cat_3,cat_4,cat_4,cat_5,cat_1,cat_1,cat_3,1
3e79553ffb3d5f6,cat_2,cat_0,cat_0,cat_0,cat_4,cat_0,cat_6,cat_0,cat_5,cat_1,cat_4,cat_3,1
3e7c0cf1890455e,,cat_0,cat_0,cat_3,cat_3,cat_2,cat_6,cat_2,cat_6,cat_1,cat_4,cat_0,1
3e891e8f468e306,cat_5,,cat_0,cat_4,,cat_1,cat_5,cat_3,cat_2,cat_0,cat_3,cat_7,0
3e895810cc8b655,,cat_1,cat_0,cat_0,cat_2,cat_1,cat_0,cat_2,cat_0,cat_1,cat_5,cat_6,0
3e94a628f03f84a,cat_4,cat_0,cat_0,cat_0,cat_4,cat_5,cat_0,cat_1,cat_5,cat_0,cat_3,cat_6,1
3e954147752a2b9,cat_0,cat_1,cat_0,cat_2,cat_3,cat_3,cat_2,cat_2,cat_3,cat_1,cat_0,cat_7,1
3e97a26234536ed,,,cat_0,cat_2,cat_1,cat_3,cat_6,,cat_7,cat_0,cat_1,cat_3,1
3e9a5859b0edf55,,,cat_0,cat_1,cat_3,cat_0,cat_1,cat_1,cat_0,cat_0,cat_5,cat_2,0
3eaba4b49b46a63,,cat_0,cat_0,cat_0,cat_2,cat_4,cat_0,cat_1,cat_1,cat_0,cat_3,cat_6,0
3eb836c4e9b2952,cat_3,cat_1,cat_0,cat_4,cat_3,cat_0,cat_3,cat_3,cat_5,cat_0,cat_3,cat_4,1
3ec2084de2422ab,cat_5,,cat_0,cat_5,cat_0,cat_5,cat_3,,cat_5,cat_0,cat_6,cat_3,0
3ec4285f8686e72,cat_1,cat_0,cat_0,cat_1,cat_1,cat_2,cat_0,cat_2,cat_5,cat_0,cat_3,cat_5,1
3ec4a4b6eb0a9de,cat_2,,cat_0,cat_0,cat_0,cat_0,cat_6,cat_4,cat_5,cat_1,cat_2,cat_0,0
3ecc75344d8b74f,cat_0,,cat_0,cat_5,,cat_0,cat_6,,cat_5,cat_1,cat_1,cat_0,0
3ed4ff39e70ac23,cat_5,,cat_0,cat_0,cat_1,cat_3,cat_0,cat_2,cat_4,cat_0,cat_3,cat_5,0
3edaa49570b0017,cat_5,,cat_0,cat_1,cat_2,cat_2,cat_6,cat_2,cat_2,cat_0,cat_1,cat_0,1
3ee0117122f404e,cat_5,cat_0,cat_0,cat_1,cat_2,cat_5,cat_0,cat_4,cat_5,cat_0,cat_3,cat_4,1
3ee8602217252c8,cat_0,,cat_0,cat_3,cat_3,cat_3,cat_6,,cat_7,cat_1,cat_0,cat_6,1
3ee8ab53f972e53,cat_5,,cat_0,cat_3,cat_3,cat_5,cat_6,cat_1,cat_2,cat_0,cat_1,cat_2,1
3eeda185e4f8521,,,cat_0,cat_1,cat_0,cat_3,cat_6,cat_1,cat_5,cat_0,cat_6,cat_5,0
3eedc7c3b76cbd3,cat_5,cat_1,cat_0,cat_1,cat_0,cat_1,cat_5,,cat_5,cat_0,cat_1,cat_2,0
3ef63a817a8be5d,,cat_1,cat_0,cat_2,cat_3,cat_0,cat_6,cat_3,cat_5,cat_1,cat_1,cat_4,1
3f0163af0039ad6,cat_0,,cat_0,cat_3,cat_0,cat_0,cat_6,cat_4,cat_3,cat_1,cat_0,cat_3,1
3f1b7d92d652a34,,cat_1,cat_0,cat_2,cat_3,cat_5,cat_0,cat_2,cat_7,cat_1,cat_0,cat_7,1
3f24219150486d6,cat_1,,cat_0,cat_2,cat_1,cat_5,cat_0,cat_4,cat_5,cat_0,cat_3,cat_4,0
3f2d36d68984cd4,cat_5,,cat_0,cat_0,cat_1,cat_4,cat_6,cat_2,cat_5,cat_0,cat_1,cat_5,0
3f40da25e150ff3,cat_2,,cat_0,cat_0,cat_0,cat_0,cat_4,cat_1,cat_1,cat_1,cat_5,cat_2,0
3f428b1ebba8bd8,cat_5,cat_1,cat_0,cat_5,cat_4,cat_5,cat_0,,cat_5,cat_0,cat_3,cat_6,0
3f5020253de13d1,cat_1,,cat_0,cat_5,cat_3,cat_0,cat_6,cat_4,cat_4,cat_0,cat_1,cat_5,1
3f53c76d728fbb1,cat_2,cat_0,cat_0,cat_0,cat_3,cat_2,cat_6,cat_0,cat_5,cat_1,cat_4,cat_3,0
3f57fb009c08a55,cat_5,,cat_0,cat_5,cat_1,cat_2,cat_6,cat_1,cat_5,cat_0,cat_1,cat_3,0
3f5d7058bf85657,cat_2,cat_0,cat_0,cat_5,,cat_2,cat_3,,cat_5,cat_1,cat_5,cat_1,0
3f60e14bb17419f,cat_1,cat_0,cat_0,cat_4,cat_4,cat_3,cat_6,cat_4,cat_2,cat_0,cat_3,cat_5,1
3f731331d5ca966,cat_0,,cat_0,cat_1,cat_3,cat_1,cat_4,cat_1,cat_5,cat_1,cat_0,cat_1,1
3f75a3870958227,,cat_1,cat_0,cat_1,cat_3,cat_4,cat_0,cat_4,cat_1,cat_1,cat_5,cat_5,0
3f8282ed3af3ea5,,cat_1,cat_0,cat_5,cat_2,cat_3,cat_0,cat_1,cat_3,cat_1,cat_5,cat_5,0
3f861afef9b96ee,cat_5,cat_1,cat_1,cat_5,,cat_1,cat_3,,cat_4,cat_0,cat_3,cat_2,0
3f878ce21aed531,cat_6,cat_1,cat_0,cat_2,cat_3,cat_4,cat_1,cat_0,cat_7,cat_1,cat_5,cat_6,0
3f8ca0cf1d9f7d2,cat_0,,cat_0,cat_2,cat_3,cat_3,cat_4,,cat_4,cat_1,cat_0,cat_7,1
3f9cc8f0673ee16,cat_0,cat_1,cat_0,cat_2,cat_3,cat_2,cat_3,cat_3,cat_1,cat_1,cat_4,cat_7,1
3fab20cca12a43f,cat_0,cat_0,cat_0,cat_5,cat_3,cat_4,cat_5,cat_1,cat_6,cat_1,cat_1,cat_3,1
3fae92ea71d7bf2,cat_0,,cat_0,cat_2,cat_4,cat_5,cat_1,cat_4,cat_0,cat_1,cat_5,cat_2,0
3fb196be7fe66f1,cat_0,,cat_0,cat_1,,cat_2,cat_6,cat_4,cat_2,cat_1,cat_1,cat_0,0
3fb23b4c07cf8cd,cat_0,cat_1,cat_0,cat_2,cat_3,cat_5,cat_2,cat_4,cat_3,cat_1,cat_0,cat_7,1
3fbf3e3a1def4c5,cat_1,cat_1,cat_0,cat_5,cat_0,cat_2,cat_0,cat_1,cat_5,cat_0,cat_3,cat_6,1
3fcac29d5011590,cat_2,,cat_0,cat_2,,cat_3,cat_4,cat_4,cat_4,cat_1,cat_0,cat_4,1
3fdeff2f17cb6b4,,,cat_0,cat_1,cat_3,cat_3,cat_6,cat_1,cat_5,cat_0,cat_1,cat_0,1
3ff32914fb0d9b1,cat_5,,cat_0,cat_5,cat_4,cat_4,cat_1,cat_3,cat_2,cat_0,cat_3,cat_4,0
3ff5e3afecaeb02,cat_5,,cat_0,cat_5,cat_0,cat_2,cat_3,,cat_1,cat_0,cat_1,cat_4,0
400356d22aa26fe,cat_5,cat_1,cat_0,cat_0,cat_1,cat_0,cat_4,,cat_5,cat_0,cat_5,cat_2,0
4008b0ce26f5872,,,cat_0,cat_0,cat_3,cat_1,cat_1,cat_2,cat_3,cat_1,cat_1,cat_1,1
401157fd265d573,cat_5,cat_0,cat_0,cat_0,cat_1,cat_5,cat_6,,cat_5,cat_0,cat_4,cat_7,0
40161de0641e8d1,,,cat_0,cat_4,cat_3,cat_2,cat_5,,cat_3,cat_1,cat_0,cat_1,1
402bc7de4ab9f3a,cat_6,cat_1,cat_0,cat_5,cat_4,cat_2,cat_5,cat_4,cat_5,cat_1,cat_6,cat_1,0
403937b5cd93304,,cat_0,cat_0,cat_0,,cat_0,cat_1,cat_1,cat_5,cat_1,cat_5,cat_5,0
403a818a3e0f1f8,cat_5,cat_1,cat_0,cat_1,cat_2,cat_4,cat_6,cat_3,cat_5,cat_0,cat_1,cat_3,0
405b20268d600e6,,,cat_0,cat_1,,cat_4,cat_2,cat_4,cat_3,cat_1,cat_4,cat_7,0
40616aaa2672040,cat_5,cat_0,cat_0,cat_1,cat_1,cat_0,cat_3,cat_4,cat_0,cat_0,cat_4,cat_7,0
40681acf35e5ad0,,cat_1,cat_0,cat_5,,cat_2,cat_0,,cat_5,cat_0,cat_3,cat_5,1
4069d070c2e4fdd,cat_5,cat_0,cat_0,cat_5,cat_0,cat_0,cat_0,,cat_5,cat_0,cat_3,cat_4,0
406cc122ed811e6,cat_0,cat_1,cat_0,cat_3,cat_4,cat_3,cat_6,cat_1,cat_0,cat_1,cat_5,cat_0,0
407c55d4c4b8b72,cat_0,cat_0,cat_0,cat_1,,cat_1,cat_6,cat_2,cat_3,cat_0,cat_1,cat_6,1
40a6e154ae9cb56,cat_5,cat_0,cat_0,cat_4,cat_2,cat_0,cat_0,cat_3,cat_5,cat_0,cat_3,cat_6,1
40c36b2c920c8f9,cat_0,cat_1,cat_0,cat_1,cat_3,cat_0,cat_0,cat_0,cat_6,cat_0,cat_3,cat_2,1
40d0df84b28b9e8,cat_5,,cat_0,cat_5,cat_2,cat_5,cat_0,cat_1,cat_5,cat_0,cat_3,cat_3,0
40d2e4b69fa8c8c,,,cat_0,cat_5,cat_1,cat_3,cat_6,cat_3,cat_3,cat_0,cat_1,cat_0,1
40e480bc828ec65,cat_5,,cat_0,cat_3,cat_0,cat_4,cat_6,cat_0,cat_5,cat_0,cat_2,cat_7,0
40f3594b14db445,cat_2,,cat_0,cat_4,cat_2,cat_0,cat_6,cat_0,cat_7,cat_1,cat_5,cat_2,0
40f60a08efbab3c,cat_0,cat_1,cat_0,cat_2,cat_0,cat_3,cat_4,cat_2,cat_0,cat_1,cat_0,cat_7,0
4104cd870612616,cat_0,,cat_0,cat_2,cat_4,cat_0,cat_1,,cat_7,cat_1,cat_5,cat_2,1
410a2e57d41e63f,,cat_0,cat_0,cat_1,cat_0,cat_4,cat_4,,cat_5,cat_0,cat_4,cat_7,1
410d9257d417e0a,,cat_1,cat_0,cat_0,cat_1,cat_5,cat_2,cat_3,cat_7,cat_0,cat_3,cat_3,0
4115968322868e2,cat_5,,cat_0,cat_1,,cat_2,cat_0,cat_4,cat_5,cat_0,cat_3,cat_2,1
41189dcfa1427c8,cat_5,cat_0,cat_0,cat_1,cat_1,cat_3,cat_1,,cat_5,cat_0,cat_1,cat_2,0
4119a91aa0332da,cat_5,,cat_0,cat_2,,cat_3,cat_1,,cat_7,cat_0,cat_3,cat_7,1
4127c88b9f378f5,,,cat_0,cat_3,,cat_5,cat_6,cat_4,cat_0,cat_0,cat_6,cat_5,0
4138c55c3ed8038,cat_0,cat_1,cat_0,cat_1,cat_4,cat_2,cat_2,,cat_2,cat_1,cat_0,cat_4,1
41452c12808b1d8,cat_0,cat_1,cat_0,cat_5,cat_4,cat_5,cat_2,cat_2,cat_7,cat_1,cat_1,cat_1,1
415d3d21671fd12,cat_0,cat_1,cat_0,cat_1,cat_4,cat_4,cat_1,cat_4,cat_7,cat_1,cat_3,cat_3,1
4162b9471316f02,,,cat_0,cat_1,cat_0,cat_5,cat_2,,cat_5,cat_0,cat_3,cat_2,0
41668838a5dd64c,cat_5,cat_0,cat_0,cat_1,cat_4,cat_2,cat_0,cat_1,cat_5,cat_0,cat_3,cat_2,0
417054d13280a8f,cat_2,,cat_0,cat_1,cat_3,cat_3,cat_6,cat_2,cat_5,cat_1,cat_0,cat_3,1
41715fbd602cbbe,,cat_0,cat_0,cat_1,cat_3,cat_3,cat_3,,cat_0,cat_1,cat_0,cat_4,1
417d898ccd9f7e0,cat_5,cat_1,cat_0,cat_2,cat_0,cat_2,cat_4,,cat_5,cat_0,cat_6,cat_0,1
41824869824672c,cat_2,,cat_0,cat_2,,cat_0,cat_5,cat_0,cat_2,cat_1,cat_0,cat_3,1
4185712aafd78dc,,,cat_0,cat_4,,cat_5,cat_0,cat_0,cat_5,cat_1,cat_5,cat_0,0
418a2fc19a1685f,,,cat_0,cat_1,,cat_5,cat_6,,cat_3,cat_1,cat_0,cat_6,1
41a87c80f4d9d28,,,cat_0,cat_1,cat_0,cat_5,cat_5,,cat_3,cat_1,cat_5,cat_6,0
41aeaf80cb5221e,cat_5,cat_0,cat_0,cat_5,cat_0,cat_1,cat_6,cat_4,cat_7,cat_0,cat_1,cat_6,1
41b113ff55560f7,,cat_1,cat_0,cat_0,cat_0,cat_3,cat_2,cat_1,cat_5,cat_1,cat_0,cat_4,1
41b3c7dc4dfad36,cat_2,cat_0,cat_0,cat_1,cat_4,cat_0,cat_6,cat_1,cat_5,cat_1,cat_1,cat_0,0
41c39e552712bc1,,cat_0,cat_0,cat_5,cat_3,cat_0,cat_3,cat_1,cat_5,cat_0,cat_1,cat_0,1
41c47a425307b67,cat_5,cat_0,cat_0,cat_1,cat_0,cat_3,cat_0,cat_0,cat_5,cat_0,cat_1,cat_6,1
41cb0094234504a,cat_1,,cat_0,cat_0,cat_1,cat_0,cat_2,cat_3,cat_7,cat_0,cat_5,cat_6,0
41f42d0f05e1128,cat_0,,cat_0,cat_5,cat_3,cat_3,cat_2,cat_3,cat_3,cat_1,cat_0,cat_7,1
41fe98967937ae8,cat_5,cat_1,cat_0,cat_2,cat_3,cat_0,cat_0,,cat_2,cat_0,cat_3,cat_1,1
420833c40cd3cab,cat_1,,cat_0,cat_3,cat_4,cat_2,cat_6,,cat_7,cat_0,cat_4,cat_7,0
42089a648b4b75d,,cat_0,cat_0,cat_0,cat_2,cat_5,cat_0,,cat_5,cat_0,cat_2,cat_7,0
4209c31ccd74ec3,,,cat_0,cat_0,cat_1,cat_5,cat_2,,cat_2,cat_0,cat_6,cat_5,1
420a524561c1298,cat_5,cat_1,cat_0,cat_4,cat_3,cat_3,cat_6,cat_4,cat_5,cat_0,cat_3,cat_3,1
420c278c0a8a9d0,cat_1,cat_0,cat_0,cat_5,cat_3,cat_4,cat_6,cat_1,cat_7,cat_0,cat_1,cat_5,1
421642e9e611f1b,cat_1,,cat_0,cat_2,cat_4,cat_1,cat_1,,cat_5,cat_0,cat_3,cat_1,1
4220c00ee7eddff,,,cat_0,cat_4,cat_1,cat_4,cat_0,,cat_5,cat_0,cat_3,cat_1,0
4221b2aa0ccee14,cat_5,,cat_0,cat_2,,cat_5,cat_0,,cat_2,cat_0,cat_3,cat_5,1
422333cee06ceb8,cat_1,cat_0,cat_0,cat_2,cat_1,cat_4,cat_2,cat_3,cat_7,cat_0,cat_2,cat_7,0
4226f74953f793c,cat_1,cat_0,cat_0,cat_1,cat_1,cat_1,cat_6,cat_0,cat_7,cat_0,cat_3,cat_6,1
422a0ede56ff9f6,,,cat_0,cat_4,cat_2,cat_2,cat_6,cat_1,cat_3,cat_1,cat_1,cat_3,1
422e9412e7e5dea,cat_5,cat_1,cat_0,cat_3,cat_4,cat_4,cat_6,,cat_5,cat_0,cat_1,cat_3,1
4243e923dbb7d6e,cat_5,cat_0,cat_0,cat_5,,cat_3,cat_4,cat_1,cat_5,cat_0,cat_6,cat_2,0
4259abae9547930,cat_1,cat_1,cat_0,cat_5,cat_1,cat_3,cat_6,cat_2,cat_5,cat_0,cat_1,cat_0,1
4260209498e3da5,cat_5,,cat_0,cat_0,,cat_2,cat_6,cat_0,cat_5,cat_0,cat_1,cat_3,1
4271283f7de3220,cat_0,,cat_0,cat_1,,cat_1,cat_6,,cat_4,cat_1,cat_0,cat_4,1
427802e3bd4e8c8,cat_0,,cat_0,cat_2,cat_4,cat_5,cat_3,,cat_3,cat_1,cat_0,cat_1,1
427a9d64577e0c5,,,cat_0,cat_1,cat_4,cat_3,cat_5,,cat_0,cat_1,cat_5,cat_4,0
429f802ad8775fb,cat_1,,cat_0,cat_5,cat_1,cat_5,cat_6,cat_1,cat_1,cat_0,cat_0,cat_6,1
42a2cae84edd3f9,cat_1,cat_0,cat_0,cat_5,cat_2,cat_2,cat_0,,cat_4,cat_0,cat_1,cat_3,1
42a5d45afb02bd5,cat_5,cat_0,cat_0,cat_1,cat_1,cat_0,cat_0,cat_2,cat_2,cat_0,cat_6,cat_0,0
42badd8d8801c74,cat_0,cat_1,cat_0,cat_2,cat_4,cat_4,cat_6,cat_2,cat_3,cat_1,cat_1,cat_4,0
42bb93d3dc11fe9,,,cat_0,cat_1,cat_2,cat_0,cat_3,,cat_7,cat_0,cat_3,cat_4,1
42bc3363484def4,,,cat_0,cat_1,cat_3,cat_3,cat_2,cat_3,cat_6,cat_1,cat_0,cat_7,1
42bf51ba7e15f8b,cat_2,cat_1,cat_0,cat_1,cat_0,cat_5,cat_5,cat_3,cat_5,cat_1,cat_5,cat_2,0
42c8f839c2b4e22,cat_1,,cat_0,cat_3,cat_1,cat_3,cat_6,,cat_7,cat_0,cat_1,cat_0,1
42d2e3d9720308e,cat_5,,cat_0,cat_1,cat_4,cat_1,cat_1,cat_3,cat_5,cat_0,cat_3,cat_4,1
42e279c18b84d38,cat_0,cat_0,cat_0,cat_5,cat_3,cat_1,cat_0,,cat_6,cat_1,cat_3,cat_4,1
42f4ce96b4564b7,,cat_0,cat_0,cat_3,,cat_4,cat_0,cat_0,cat_5,cat_0,cat_5,cat_2,0
42ffe06818fd25e,,,cat_0,cat_5,cat_4,cat_0,cat_0,cat_4,cat_5,cat_0,cat_2,cat_7,0
4301c9369bbc0b6,cat_1,cat_0,cat_0,cat_0,,cat_0,cat_6,cat_2,cat_7,cat_0,cat_1,cat_2,1
43157c2e85a22e8,cat_2,,cat_0,cat_0,cat_3,cat_2,cat_0,,cat_3,cat_1,cat_5,cat_2,0
4324a39f969ab5e,cat_5,cat_1,cat_0,cat_1,cat_2,cat_3,cat_2,cat_1,cat_5,cat_0,cat_2,cat_7,0
43289dbfdcb9d52,cat_1,,cat_0,cat_1,cat_2,cat_4,cat_0,cat_3,cat_7,cat_0,cat_3,cat_7,1
4329210a6acabca,,cat_1,cat_0,cat_2,,cat_5,cat_1,,cat_5,cat_0,cat_3,cat_7,1
432bc996def4358,cat_2,,cat_0,cat_1,cat_3,cat_2,cat_6,cat_0,cat_2,cat_1,cat_0,cat_7,1
4332ba8bda5f684,cat_1,cat_0,cat_0,cat_5,cat_1,cat_0,cat_0,,cat_4,cat_0,cat_3,cat_5,0
433e971e2d194b1,cat_1,cat_0,cat_0,cat_1,cat_1,cat_1,cat_6,cat_0,cat_2,cat_0,cat_6,cat_5,1
4341a68dd679262,cat_5,,cat_0,cat_0,cat_3,cat_5,cat_6,,cat_5,cat_0,cat_1,cat_6,1
4343de7372bcd63,cat_0,,cat_0,cat_2,cat_4,cat_5,cat_4,cat_2,cat_7,cat_1,cat_1,cat_0,0
4345c294f1c4683,cat_4,cat_1,cat_0,cat_4,cat_3,cat_3,cat_6,cat_3,cat_5,cat_1,cat_1,cat_0,1
434d66f9c34b965,cat_4,cat_1,cat_1,cat_5,,cat_1,cat_3,cat_1,cat_4,cat_1,cat_5,cat_2,0
434d847f0bc18f2,cat_4,cat_0,cat_0,cat_4,cat_3,cat_2,cat_5,,cat_5,cat_1,cat_0,cat_3,1
434d9b996348c65,cat_5,,cat_0,cat_5,cat_2,cat_2,cat_0,cat_3,cat_5,cat_0,cat_1,cat_3,1
