row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
45b4257a7836ec,cat_0,26,,cat_3,,cat_2,cat_3,cat_4,4,1
45b602935e99b8,cat_4,,0.95540917219661,,82,cat_2,cat_3,cat_4,3,0
45f67b239d85f5,cat_5,40,,cat_4,0,cat_2,cat_0,cat_2,,1
45fa772add7f69,cat_4,0,-0.5657720677981167,cat_1,,cat_0,cat_3,cat_4,3,0
462cd9cb8aa06e,cat_5,0,,cat_6,0,cat_0,cat_0,cat_1,3,0
462d64d196ad8e,cat_0,,1.6003760580540722,cat_3,,cat_2,cat_0,cat_4,2,0
464e6dff7f33cc,cat_4,0,0.9484175967444533,cat_5,,cat_2,cat_3,cat_4,4,1
465cb01e24e132,cat_5,,1.4390275964010666,cat_4,0,cat_0,cat_0,cat_3,,1
468346278af787,cat_5,0,-1.7485539144394875,,15,cat_0,cat_2,cat_4,,1
468b3db77fb285,cat_5,0,1.2260064993880437,,0,cat_2,cat_0,cat_0,6,1
46a5b84547a8da,cat_5,0,,cat_2,,cat_0,cat_2,cat_2,3,0
46e9ad6340b910,cat_4,37,,cat_5,53,cat_1,cat_3,cat_4,5,1
4710614ad2248f,cat_1,19,-1.6186163682514534,cat_5,32,cat_1,cat_3,cat_0,1,0
4774507a9a9d61,cat_4,40,,cat_5,52,cat_1,cat_3,cat_4,6,0
4794d34b95c1f7,cat_3,62,,cat_3,,cat_2,cat_3,cat_1,5,0
480b9dca50d90c,cat_3,0,-0.6609964530383182,cat_2,31,cat_1,cat_0,cat_2,0,1
48318838b47ae2,cat_3,36,,cat_5,0,cat_0,cat_3,cat_4,3,0
4857e420df1c21,cat_4,52,,,31,cat_0,cat_1,cat_0,3,0
487aaddcd23289,cat_1,,,cat_5,0,cat_0,cat_0,cat_0,2,0
48dccfd81f66f9,cat_3,75,1.6246211190535589,cat_3,121,cat_2,cat_1,cat_0,2,0
493ee203692e44,cat_5,43,-1.27204378115841,cat_0,0,cat_0,cat_2,cat_0,3,0
4979ad9f8ca116,cat_0,0,0.7514307572215144,,,cat_2,cat_2,cat_4,4,1
498aa663d892cd,cat_3,41,0.16687971708137872,,12,cat_0,cat_2,cat_4,3,0
4a189a848936fc,cat_2,41,-0.999818522460939,cat_0,2,cat_1,cat_0,cat_2,1,1
4a2c025116967e,cat_3,0,-0.9359851715028198,cat_2,0,cat_1,cat_0,cat_2,0,1
4a4beeeeee396e,cat_5,46,2.6072383739446634,cat_4,,cat_2,cat_3,cat_2,6,0
4a51155d0b4ad5,cat_3,30,-0.03607617666035556,cat_2,,cat_0,cat_0,cat_1,1,0
4a941ab0e88726,cat_1,33,-0.256821432418918,cat_2,0,cat_0,cat_2,cat_2,,0
4ae70e663e2c32,cat_0,24,-0.9332734024557598,cat_2,8,cat_0,cat_2,cat_2,0,1
4b37d8ce05eb52,cat_0,0,0.06242210008054827,cat_6,55,cat_0,cat_2,cat_2,,1
4b57527b0f99e1,cat_3,19,-0.7601460908582014,cat_5,7,cat_1,cat_2,cat_0,1,0
4b5e77bec2362e,cat_4,44,0.5303423801121293,cat_5,16,cat_0,cat_2,cat_0,1,1
4bd6a3dbb0c8ae,cat_5,0,-0.26498079844682365,cat_6,,cat_0,cat_0,cat_1,8,0
4c1f65e1cbe6bd,cat_5,17,,cat_2,0,cat_2,cat_3,cat_4,8,1
4c483ba16809f4,cat_5,42,-0.05865055736871616,cat_6,,cat_0,cat_0,cat_1,,0
4c4c4e2058a8bb,cat_5,,-0.8140431306113776,,,cat_0,cat_2,cat_4,6,0
4ca2f505e202fb,cat_3,0,-0.8870926432580987,cat_2,,cat_1,cat_0,cat_5,1,0
4cf5385a5b1a84,cat_0,69,-0.7626068553872721,,25,cat_0,cat_1,cat_0,0,0
4d1da69c9b6c04,cat_1,23,-0.9648067691194294,,,cat_1,cat_2,cat_4,3,1
4ddc4429930d7d,cat_5,37,,,0,cat_2,cat_3,cat_2,6,0
4de1668ff1656b,cat_5,0,-0.7221801225411789,,0,cat_3,cat_0,cat_0,7,1
4e032344c9ef1d,cat_0,0,,,0,cat_0,cat_3,cat_0,2,0
4e0e1a258f3848,cat_1,0,0.6940788585306359,,,cat_0,cat_1,cat_0,0,1
4e0e80da76cc32,cat_6,,0.7376561819797155,cat_5,,cat_0,cat_3,cat_0,2,0
4e966b050b67b5,cat_0,,1.5320605635238493,cat_3,73,cat_2,cat_0,cat_4,0,1
4eb12696e75ec3,cat_3,34,1.355028680732435,cat_5,,cat_2,cat_0,cat_1,2,1
4ece267c7e621d,cat_5,40,,cat_4,,cat_2,cat_3,cat_3,5,0
4f0a73295c2132,cat_3,25,0.4622204979968847,cat_2,,cat_1,cat_2,cat_0,,1
4f2840353d16eb,cat_6,37,-0.7820127921603328,cat_0,17,cat_0,cat_0,cat_0,3,1
4f6949c454d591,cat_3,23,,cat_5,,cat_2,cat_0,cat_0,3,1
4f6b6cdb591774,cat_4,44,0.2608487797986815,,0,cat_0,cat_3,cat_3,,1
4fa167bd4c6922,cat_4,30,-0.282611185983023,cat_5,0,cat_0,cat_0,cat_0,,0
4fa93867811609,cat_0,0,0.7361177828963352,cat_3,89,cat_2,cat_2,cat_0,0,0
4ff8041c663388,cat_3,,-1.2466716839480976,cat_2,73,cat_0,cat_3,cat_5,,0
4ffd02cc9f160f,cat_6,64,,,,cat_2,cat_2,cat_4,,1
506e2146ad28e6,cat_3,,,cat_6,,cat_1,cat_3,cat_5,0,0
5105b98707a3a6,cat_3,0,-1.9095176238530231,,,cat_1,cat_3,cat_0,3,0
5114ab95f21b59,cat_6,0,0.7929564398485277,cat_4,0,cat_2,cat_2,cat_2,,0
5117fba4f4a18c,cat_5,51,,,61,cat_0,cat_3,cat_1,3,1
511cf4d18ce1bd,cat_2,0,1.5438476346749184,cat_3,0,cat_2,cat_3,cat_4,4,0
5129c7890c1956,cat_0,27,,cat_3,,cat_2,cat_3,cat_3,4,1
51711d0d357835,cat_3,20,-0.9671567866900778,,50,cat_0,cat_0,cat_4,4,1
51ce92a90b8a07,cat_4,12,0.2738330423159825,cat_5,,cat_2,cat_3,cat_4,,1
51f40560712bc5,cat_5,0,-0.9651893403399888,cat_0,,cat_3,cat_2,cat_4,,1
527a074297e976,cat_6,0,-1.519640555281962,cat_2,0,cat_3,cat_2,cat_2,,0
52aed4d885eff5,cat_0,0,1.3375765175199814,cat_4,,cat_1,cat_2,cat_2,0,0
536a5c56c991a1,cat_6,80,-1.9156435460189116,cat_0,0,cat_3,cat_0,cat_0,2,1
53b6cef81b854f,cat_0,0,0.812360406315261,cat_3,,cat_2,cat_3,cat_4,,0
53dca61a79106e,cat_4,69,,,0,cat_0,cat_3,cat_4,,0
54e3ab133288fe,cat_5,21,,,0,cat_3,cat_2,cat_4,,1
557711480a81e4,cat_4,0,-0.8374408805963742,cat_5,0,cat_0,cat_3,cat_0,1,0
558079efc06f14,cat_0,0,,cat_0,,cat_0,cat_0,cat_0,1,1
55d0a56c062eff,cat_4,22,-1.5158777879604421,cat_5,0,cat_0,cat_2,cat_4,2,1
562bb74655d10b,cat_5,20,-0.8995222630118807,,,cat_0,cat_2,cat_2,,0
5630765a66faf1,cat_0,14,,cat_3,0,cat_2,cat_2,cat_4,4,1
56cb846e3765c2,cat_3,18,1.3735457196553635,cat_0,0,cat_2,cat_0,cat_1,2,1
5720825f673bb6,cat_3,83,2.121745264058613,,,cat_2,cat_3,cat_1,5,0
57684e96e2861c,cat_0,0,2.2930887343927826,cat_3,0,cat_2,cat_2,cat_4,4,1
57fd9d630d2a7a,cat_1,0,0.3550182962234909,,0,cat_0,cat_0,cat_4,3,0
5815c30a52bd84,cat_0,0,0.7596821146894464,cat_0,,cat_2,cat_3,cat_4,4,0
582cf3d99aab33,cat_0,43,,cat_6,7,cat_0,cat_0,cat_4,6,1
589c3237719142,cat_5,44,-0.8872941526885438,,,cat_0,cat_2,cat_5,0,1
58c3f18c839db0,cat_3,55,1.966638131908814,,0,cat_2,cat_2,cat_1,,0
58f14208018532,cat_5,0,,cat_4,21,cat_0,cat_2,cat_2,4,1
5904f0b5e92d70,cat_5,0,,,0,cat_0,cat_3,cat_3,,0
5940f23132db44,cat_3,,0.49287002732118346,,,cat_2,cat_2,cat_4,0,1
594fe1092e1d66,cat_4,0,0.1900254173187852,cat_5,,cat_0,cat_0,cat_4,,0
59b80f84851f87,cat_1,0,-1.5156882087417118,cat_5,0,cat_0,cat_0,cat_0,1,1
59d496d0e57765,cat_6,0,-1.061338879210071,cat_5,9,cat_0,cat_2,cat_0,1,0
59fecabf2bdc03,cat_3,36,,cat_2,,cat_1,cat_3,cat_1,3,0
5ad21d789b5946,cat_5,17,-0.4295885597737462,cat_0,0,cat_0,cat_3,cat_4,3,0
5afb444355467c,cat_3,21,-1.6692131913670611,cat_6,,cat_0,cat_3,cat_1,3,1
5b191586681773,cat_3,28,1.2475687817659795,cat_5,0,cat_2,cat_0,cat_0,1,1
5b34d78692444d,cat_0,33,,,,cat_0,cat_0,cat_0,0,0
5b42b6aca4e472,cat_3,43,,cat_6,,cat_2,cat_3,cat_4,0,0
5b529de893fcaa,cat_4,31,1.091080767536493,cat_7,17,cat_2,cat_0,cat_1,5,1
5c0df468250157,cat_0,,0.5610469552796824,cat_2,8,cat_0,cat_1,cat_2,0,0
5c1ad63dc751a6,cat_6,31,1.1971863447003968,cat_3,,cat_2,cat_0,cat_2,4,0
5c4c4ea56e0932,cat_0,14,-0.3113916440899237,,,cat_1,cat_0,cat_2,,1
5c8f706da952c8,cat_0,26,-0.9649449920144582,cat_1,,cat_0,cat_3,cat_0,3,0
5c911c0378271d,cat_5,0,-1.9818166601850262,cat_4,13,cat_1,cat_2,cat_3,7,1
5ca281f2decd78,cat_0,0,-0.1140987045029268,cat_1,0,cat_0,cat_3,cat_4,,0
5cd819b5a42edb,cat_3,32,-1.0014393164066053,cat_2,,cat_1,cat_1,cat_2,0,0
5d3ac2bc3d1934,cat_4,36,,cat_5,23,cat_0,cat_3,cat_4,6,0
5db6c7c4f85f72,cat_2,0,0.5645939012909821,,,cat_2,cat_3,cat_2,3,0
5dceeb99c9e744,cat_1,,,cat_1,0,cat_0,cat_0,cat_0,1,0
5dd951bf2aa0c6,cat_2,42,-1.8643912214761948,cat_0,0,cat_0,cat_0,cat_0,0,0
5dfd7eef802d70,cat_3,0,2.095137013532559,cat_3,53,cat_2,cat_3,cat_4,0,0
5e4bb5b59a7996,cat_5,16,-0.05637418505906011,,0,cat_0,cat_3,cat_1,6,1
5e6501e010e173,cat_5,31,,,,cat_0,cat_2,cat_1,3,0
5eaaecfdf32d66,cat_5,0,,cat_3,29,cat_2,cat_3,cat_0,,1
5fa1297d6503a4,cat_4,28,-1.3682914469925918,cat_2,,cat_0,cat_2,cat_3,,1
5fd4e2c7e8d6c8,cat_3,0,-1.1876407595762464,cat_6,33,cat_0,cat_2,cat_5,0,1
5fea57c389ec5b,cat_5,40,0.02698743595964781,cat_4,9,cat_0,cat_3,cat_1,4,0
5ff834def457b4,cat_1,0,-0.6770499315136433,cat_1,7,cat_0,cat_0,cat_0,,0
603f8f3b89c377,cat_3,43,0.9803250648167704,,,cat_2,cat_0,cat_1,0,1
604d671c0a4c43,cat_5,40,,cat_4,52,cat_1,cat_3,cat_4,,0
60b1b007048ee3,cat_5,26,0.8400444021399178,,0,cat_2,cat_3,cat_2,5,0
60c7a33352693b,cat_3,14,,cat_5,,cat_0,cat_3,cat_0,,0
6109b6f7854a5b,cat_5,,-1.1893797277139688,cat_6,0,cat_0,cat_0,cat_4,,1
611d0a855e1bf8,cat_3,0,2.385719097448906,cat_6,,cat_2,cat_0,cat_1,4,1
612d98f4641101,cat_4,0,0.743064247514562,cat_3,23,cat_2,cat_3,cat_4,,0
6176e84978b345,cat_4,28,-0.12012992685097568,cat_1,,cat_0,cat_3,cat_4,0,0
6185eee2069acd,cat_5,26,-0.8916619412713797,cat_4,0,cat_0,cat_2,cat_2,5,1
619c323d4bbb96,cat_5,37,,cat_6,7,cat_0,cat_0,cat_2,3,1
61da5465d5ae25,cat_0,34,,cat_3,0,cat_2,cat_1,cat_0,2,0
6231a3628b2d24,cat_5,53,0.5584380037428781,,16,cat_0,cat_3,cat_2,,0
627808eaad9dad,cat_3,27,-1.4339831472148878,,0,cat_0,cat_1,cat_1,3,0
62c494ce82598e,cat_6,,,cat_0,22,cat_0,cat_2,cat_0,,1
630bbd74d17712,cat_5,16,-0.7697640376960019,cat_3,,cat_3,cat_2,cat_0,,1
63362f9088257c,cat_5,19,,cat_6,32,cat_3,cat_2,cat_1,6,1
63a8847bfa1c93,cat_0,51,1.7107845175530652,cat_3,,cat_2,cat_0,cat_1,3,1
63e0ffe8461b85,cat_5,37,-1.051161342530024,cat_3,0,cat_3,cat_0,cat_4,4,0
640a40fe6cd92e,cat_5,38,,cat_3,45,cat_0,cat_1,cat_2,,1
64120968d86c99,cat_4,27,-0.7911420961557153,cat_1,53,cat_0,cat_0,cat_4,2,1
649ed07cec809e,cat_1,24,-1.2068113208583395,,,cat_3,cat_0,cat_1,0,1
64e9502f9f013a,cat_1,0,,cat_7,,cat_0,cat_2,cat_4,1,1
64ff16d959b668,cat_5,34,,cat_6,,cat_0,cat_0,cat_1,,1
656b094353da38,cat_4,,0.10916346874563071,,36,cat_1,cat_0,cat_2,4,1
65b29b3a094a87,cat_0,17,0.682834347752919,,,cat_2,cat_0,cat_0,1,1
662f2027e6c52a,cat_2,0,-1.0313230520761498,cat_0,0,cat_0,cat_0,cat_0,0,1
6654132704557d,cat_3,35,,,20,cat_2,cat_2,cat_4,,1
66a9b1329da9fd,cat_0,63,,,37,cat_2,cat_3,cat_0,,1
66e291c1a4767f,cat_2,42,,,0,cat_2,cat_0,cat_0,1,1
66e2aeb9308f92,cat_5,75,0.933102950157809,cat_4,,cat_1,cat_1,cat_2,,1
66fa66d1c06cac,cat_5,12,,,6,cat_3,cat_2,cat_2,,1
6732b53c2b135e,cat_3,14,,cat_5,18,cat_2,cat_3,cat_4,5,0
676aa25cf32a11,cat_6,0,,cat_0,57,cat_2,cat_2,cat_0,0,1
6793f5d370c427,cat_5,29,,,,cat_0,cat_0,cat_5,7,1
68892f8801c47c,cat_5,39,,,34,cat_2,cat_3,cat_4,,0
689bf175e71b10,cat_6,21,1.5616757062116078,cat_0,0,cat_2,cat_0,cat_0,0,1
68b22b5a231c46,cat_4,56,0.5700505661962674,cat_1,,cat_0,cat_3,cat_4,5,0
68d53d6d57e0a9,cat_3,0,1.1496739519663157,,0,cat_2,cat_0,cat_0,1,1
68fd5175996333,cat_1,33,,cat_6,,cat_1,cat_3,cat_4,,0
691fd672809c3e,cat_4,0,-0.48270729231045684,,32,cat_0,cat_1,cat_4,1,0
696777f8dc921a,cat_6,39,0.4613546296637533,cat_2,32,cat_2,cat_0,cat_2,3,1
69726d441143f0,cat_6,29,,,0,cat_0,cat_2,cat_2,3,1
69959c618f2619,cat_3,,0.08086893872808598,cat_4,12,cat_1,cat_0,cat_2,1,1
69a46c0d480b53,cat_0,26,,cat_3,6,cat_2,cat_2,cat_4,0,1
69c88db3747e6e,cat_2,19,0.2986396863133673,cat_0,33,cat_1,cat_3,cat_0,2,1
6a32015681cc51,cat_5,23,,cat_0,22,cat_3,cat_3,cat_4,3,0
6a3940e706ec3e,cat_5,30,,,0,cat_2,cat_2,cat_0,4,1
6ac400cdd7dd12,cat_0,32,0.49599097260328384,cat_6,0,cat_2,cat_0,cat_2,,0
6af384ffb3ab96,cat_5,11,,cat_0,,cat_2,cat_0,cat_4,7,1
6b0320c43c94e8,cat_4,37,-0.5777447659029967,cat_7,,cat_0,cat_3,cat_4,,0
6b28fd772b6965,cat_0,0,1.6808849412446603,,24,cat_2,cat_2,cat_4,4,1
6c2eb546fd256e,cat_6,65,0.5346370203124203,,12,cat_2,cat_2,cat_2,4,0
6c2ed0d5b78603,cat_5,22,-0.20393864354302255,cat_4,,cat_0,cat_2,cat_4,6,0
6c92f79113166b,cat_0,,-0.19078819111665168,cat_1,0,cat_0,cat_0,cat_0,3,1
6cbe2653ef63ea,cat_6,0,,cat_3,,cat_2,cat_3,cat_3,8,0
6ce5862cd25722,cat_4,35,0.8820729279709837,cat_1,1,cat_0,cat_0,cat_0,,0
6d2d2709485244,cat_5,5,2.512123102362043,cat_6,29,cat_2,cat_1,cat_4,,1
6d5584400bfd39,cat_0,0,0.8837056350975754,cat_3,0,cat_2,cat_1,cat_4,5,1
6d5719dca0119b,cat_4,0,-1.36724721945028,cat_1,,cat_0,cat_3,cat_4,6,0
6d7c1d509c1945,cat_1,23,,,0,cat_0,cat_0,cat_2,3,0
6d7ca5a1234d1f,cat_3,0,,cat_0,,cat_1,cat_2,cat_0,4,1
6de7c82a3b1e01,cat_0,39,2.128691030487629,cat_3,,cat_2,cat_3,cat_4,,0
6e0ee18f7e1bac,cat_3,26,,cat_2,36,cat_2,cat_0,cat_0,0,0
6e1600335149c9,cat_4,0,-0.5668763807895397,cat_1,4,cat_0,cat_3,cat_4,0,0
6e2add0073b018,cat_5,19,,cat_4,36,cat_0,cat_3,cat_3,6,0
6e831a10a36898,cat_0,17,,cat_2,15,cat_0,cat_2,cat_2,1,1
6ec959b6dcf8b7,cat_3,35,,,,cat_2,cat_3,cat_1,2,0
6ee12257196018,cat_3,0,0.22605141312086696,cat_1,37,cat_0,cat_2,cat_0,3,0
6f12523d5a3d31,cat_5,0,,,0,cat_2,cat_0,cat_1,6,1
6f1e472b512225,cat_2,9,,cat_0,16,cat_2,cat_3,cat_3,,1
6f49805c565e70,cat_3,10,-0.5229483209184088,,,cat_0,cat_0,cat_1,,1
6fbbbd925e2c6d,cat_0,0,,cat_3,26,cat_2,cat_2,cat_0,2,0
70015ce6936a8a,cat_6,0,-0.7547276716779678,,0,cat_3,cat_2,cat_2,3,0
7032ef0089feca,cat_0,0,2.4010631387465367,cat_3,18,cat_2,cat_3,cat_4,4,0
705e581e542cfa,cat_6,28,-1.4550624482763417,cat_1,0,cat_0,cat_3,cat_0,2,1
70a36e7a789ad8,cat_6,23,-1.0331263278513936,cat_2,,cat_3,cat_2,cat_2,3,0
70b79364337569,cat_2,41,0.04425474974996235,cat_3,,cat_2,cat_0,cat_0,2,1
71095a5b2f3d37,cat_0,32,0.6209764713207746,cat_4,0,cat_2,cat_0,cat_2,3,1
711eda9dfbd4e2,cat_5,32,-0.6470008541195724,cat_6,,cat_0,cat_0,cat_2,8,1
71b0704b719ba3,cat_0,0,-1.995635765254464,cat_4,,cat_0,cat_3,cat_2,0,0
71b1b8da9a8afa,cat_0,63,-0.8439229686625878,cat_4,,cat_0,cat_0,cat_2,,0
71d6d639ab1cc5,cat_5,40,,,,cat_2,cat_0,cat_1,3,0
71e00765ff11f1,cat_0,0,-1.6292444160133868,,,cat_0,cat_0,cat_0,0,0
728fb57c4b45f6,cat_3,33,0.8295055300396064,cat_2,17,cat_1,cat_0,cat_1,2,1
72a9086d67409d,cat_4,36,0.42864224856248345,cat_5,0,cat_1,cat_0,cat_4,7,0
72e6c0bdc798b1,cat_4,52,-1.6756601512610267,cat_7,11,cat_1,cat_1,cat_0,5,0
73000e05225035,cat_4,27,-1.0421668575900196,,79,cat_1,cat_3,cat_5,3,0
73ef07c1e2d28e,cat_5,48,,cat_0,53,cat_3,cat_2,cat_4,,1
73f17d3aae99cd,cat_0,,,cat_3,7,cat_2,cat_3,cat_4,,1
743c1442e1e85b,cat_5,47,1.4254530140184458,cat_5,16,cat_2,cat_3,cat_3,9,1
7449c657e0bf9f,cat_4,0,-0.00030322787572267806,cat_1,81,cat_0,cat_3,cat_4,5,0
7487c4300422a8,cat_0,74,,cat_3,34,cat_2,cat_3,cat_0,3,0
75305713fc1ef8,cat_3,25,0.17236172764700913,cat_2,,cat_1,cat_0,cat_1,3,0
7564d48f4c094b,cat_0,,,cat_2,43,cat_0,cat_0,cat_2,,1
75b3983c7f021e,cat_4,0,,,5,cat_0,cat_3,cat_4,3,1
75c2f7c9ad52e9,cat_4,0,,,0,cat_2,cat_2,cat_4,4,1
7637b0cf7e411a,cat_4,39,,cat_6,,cat_0,cat_2,cat_4,7,1
7659d72ef9ec36,cat_3,0,0.6525077630294948,cat_5,12,cat_2,cat_2,cat_3,,1
76d0e07586b515,cat_0,24,,cat_6,19,cat_0,cat_3,cat_4,7,1
7718421336e057,cat_5,,1.148000846538699,cat_4,0,cat_2,cat_2,cat_2,6,0
771a4073d36408,cat_5,45,1.1191082302292714,,,cat_2,cat_3,cat_4,8,0
773935cf938ed2,cat_1,0,,cat_3,,cat_1,cat_0,cat_4,,0
7742dd40879490,cat_4,0,0.6577808203153293,cat_6,53,cat_0,cat_3,cat_4,5,1
7756c3f473d2e8,cat_6,12,-0.37481776552756135,cat_0,,cat_0,cat_0,cat_1,3,0
7764893afb6037,cat_5,0,,cat_6,0,cat_0,cat_0,cat_2,,1
776b98bbec9e34,cat_4,0,0.10177682481820616,cat_1,1,cat_3,cat_3,cat_4,7,1
77b3520091c4b2,cat_0,,,,,cat_0,cat_3,cat_0,6,1
77ca0bf4720912,cat_2,,0.6067896401872227,cat_7,28,cat_1,cat_2,cat_4,,1
77ccf446168674,cat_5,25,-0.7659187686564285,cat_0,,cat_3,cat_2,cat_4,5,1
77e86c3eca57df,cat_6,39,,cat_7,34,cat_0,cat_0,cat_1,2,1
77f6a53c312eed,cat_4,0,-1.1470100912765877,,8,cat_0,cat_3,cat_0,5,1
7806c127847dd7,cat_5,0,-0.6595289323424439,cat_4,,cat_0,cat_2,cat_2,4,1
788f3d1cce8604,cat_5,29,-1.2471225325123965,cat_6,,cat_0,cat_2,cat_4,,1
794bac80758c56,cat_4,,0.7104507767438822,cat_3,0,cat_2,cat_0,cat_4,,1
796ff42e479584,cat_4,41,0.3887779665420782,cat_2,0,cat_1,cat_3,cat_4,3,0
799e94710d22be,cat_5,40,,cat_0,,cat_2,cat_0,cat_0,4,0
7a1327aaf0866c,cat_1,28,0.4317629722630808,,21,cat_1,cat_2,cat_2,,0
7a8b5797282dcd,cat_5,22,,,0,cat_0,cat_0,cat_3,6,1
7b03ed53abe420,cat_6,47,-1.0543172137827956,cat_0,3,cat_0,cat_0,cat_0,3,1
7b2020a95d504b,cat_3,0,2.3840201266445913,,,cat_2,cat_0,cat_0,1,1
7b853bb5eab63d,cat_5,21,0.5763919782722741,,0,cat_0,cat_1,cat_2,2,0
7bea8389713eac,cat_3,,0.7278994968734459,cat_3,62,cat_2,cat_2,cat_5,,1
7c19a1394ee3d2,cat_0,,-0.8162313055987429,,23,cat_1,cat_3,cat_4,,0
7c376fcdf5c524,cat_3,,-0.2128877787753547,cat_2,2,cat_2,cat_3,cat_4,,0
7c451c9ad36078,cat_1,0,,cat_6,0,cat_0,cat_0,cat_4,,1
7c582ce5a9cc05,cat_6,26,,cat_2,0,cat_0,cat_3,cat_4,4,0
7cba4627cac2a7,cat_5,,,cat_6,,cat_1,cat_3,cat_2,6,0
7d667e0c08d0f9,cat_2,24,-0.4134574741139926,cat_0,82,cat_1,cat_0,cat_0,1,1
7d8804774441f9,cat_3,39,0.7509004476714515,cat_1,9,cat_0,cat_2,cat_0,1,0
7e066d941eb932,cat_5,15,-0.7685461155140771,cat_6,,cat_0,cat_3,cat_2,10,1
7e186636fad568,cat_6,25,,cat_2,0,cat_1,cat_2,cat_2,,0
7e6fb599a797ab,cat_2,42,,cat_1,2,cat_2,cat_3,cat_3,8,1
7e854d121e489f,cat_4,0,0.6104769054578862,cat_1,,cat_0,cat_1,cat_4,,1
7eb61ed3171f2d,cat_5,0,0.3639242432447918,cat_5,15,cat_2,cat_2,cat_3,7,0
7ec39e08bd1675,cat_5,38,0.9968968555533034,cat_2,,cat_0,cat_0,cat_2,2,1
7fc5881c934a83,cat_3,52,-0.5674926853164266,cat_7,,cat_0,cat_2,cat_1,2,0
802cabff50dbfc,cat_5,0,-0.6550881783066216,,39,cat_0,cat_3,cat_1,2,0
80326824ef947c,cat_0,0,-1.4263417854444196,cat_4,77,cat_0,cat_2,cat_0,0,1
807c3ae39da519,cat_5,0,-0.49156883979439464,cat_0,11,cat_3,cat_2,cat_3,,1
80ed2c07578f78,cat_0,21,-0.11009771192082385,cat_0,,cat_0,cat_2,cat_0,0,1
81a1cb2e939c6b,cat_5,32,,cat_6,,cat_0,cat_3,cat_4,,1
81e939e19a1822,cat_5,0,,cat_6,,cat_0,cat_0,cat_1,8,1
8239da19de6196,cat_5,45,-0.31025169997524754,cat_2,,cat_0,cat_3,cat_3,5,0
82589e0b6f881c,cat_5,0,-1.6595618235536869,,0,cat_0,cat_2,cat_3,,1
82a143b5f86a2c,cat_3,0,,cat_1,,cat_0,cat_0,cat_0,3,1
82deb3ef6ba400,cat_3,,,cat_2,0,cat_0,cat_0,cat_3,6,1
82eea0c5e733d9,cat_3,0,1.134025990336842,cat_5,,cat_2,cat_3,cat_4,4,1
82ef5cabc79fa2,cat_4,0,-1.4216603575494027,,,cat_1,cat_2,cat_4,,1
82fae7695f7749,cat_5,30,-0.6840140033081072,cat_7,26,cat_3,cat_2,cat_5,,1
8337762dc9734b,cat_4,38,-0.6713081858876018,cat_7,0,cat_3,cat_2,cat_4,3,1
83c6ed1e533ecb,cat_4,29,0.13157864332367808,cat_1,,cat_0,cat_3,cat_4,6,0
83c9999aa2a135,cat_3,,-0.8979236960003203,cat_2,,cat_0,cat_2,cat_1,6,1
83de9195ba9fa0,cat_3,0,-1.1590423575170892,cat_5,0,cat_0,cat_1,cat_4,5,0
83f3136e970383,cat_0,37,,,,cat_2,cat_0,cat_2,,0
84a043e71e92f1,cat_5,0,0.727583121605487,,25,cat_1,cat_2,cat_1,,1
84f9ad082c08f4,cat_3,29,1.1184092275886086,cat_3,,cat_2,cat_2,cat_5,,1
853e30c2817736,cat_3,95,,cat_4,46,cat_3,cat_3,cat_1,0,0
858f4cc867dc2d,cat_6,0,0.42041957807836206,,,cat_0,cat_0,cat_0,,1
85a6e82a7b552f,cat_6,0,0.08978842528245856,cat_2,0,cat_0,cat_0,cat_2,,0
85cb2a0c75cae2,cat_6,29,0.21387679549458938,,0,cat_0,cat_1,cat_0,3,1
867a25c4e63978,cat_6,15,-0.19908280889037216,,25,cat_0,cat_0,cat_0,3,1
86a9e9f269e105,cat_2,38,,,,cat_1,cat_1,cat_0,,1
86c7d7061459c1,cat_1,0,-1.3142372361357737,cat_1,,cat_0,cat_1,cat_0,,0
8717b7933e4f1b,cat_0,0,-0.43203179379448226,cat_3,,cat_1,cat_0,cat_4,0,0
871c6d91e92aa9,cat_0,50,,,0,cat_2,cat_2,cat_2,3,1
87324bddf50086,cat_5,,2.063231365055378,,,cat_2,cat_3,cat_3,,1
8740942b7cf9f3,cat_3,35,0.6147235119200682,cat_5,,cat_2,cat_0,cat_0,2,0
87acae04ef443b,cat_0,,,cat_3,,cat_2,cat_2,cat_4,,0
87c648653c7f99,cat_5,37,2.5617826995851694,,19,cat_2,cat_3,cat_1,,0
87d711b6907f7c,cat_3,0,2.9451314464441594,cat_2,,cat_2,cat_0,cat_1,,1
87ef9b54209c2d,cat_4,21,,,,cat_2,cat_2,cat_4,1,1
883375b72c5861,cat_3,0,-0.3883430420614305,cat_4,,cat_1,cat_2,cat_2,2,0
88480700f34ee7,cat_0,35,0.8358938952114551,cat_5,18,cat_2,cat_0,cat_3,,1
884a69389fbd28,cat_4,0,,,,cat_0,cat_2,cat_4,2,0
8866233b842884,cat_0,,1.3136627916462051,cat_3,56,cat_2,cat_2,cat_4,4,0
88d2837d5bc825,cat_5,0,1.9336802319618722,cat_4,6,cat_2,cat_3,cat_1,,0
88ea2653242128,cat_0,37,-0.6303525111898794,cat_2,0,cat_0,cat_2,cat_2,0,0
